region,street,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,nettPrice
CCR,SHENTON WAY,84,16-20,1,0121,3,1220400,Apartment,01,Strata,99 yrs lease commencing from 2005,
CCR,SHENTON WAY,105,21-25,1,0121,3,1638000,Apartment,01,Strata,99 yrs lease commencing from 2005,
CCR,SHENTON WAY,54,16-20,1,0121,3,1010000,Apartment,01,Strata,99 yrs lease commencing from 2005,
CCR,BEACH ROAD,43,16-20,1,0820,1,1421200,Apartment,07,Strata,99 yrs lease commencing from 2018,1385200
CCR,BEACH ROAD,38,06-10,1,0220,1,1260000,Apartment,07,Strata,99 yrs lease commencing from 2018,1224000
CCR,BEACH ROAD,42,16-20,1,0420,1,1403700,Apartment,07,Strata,99 yrs lease commencing from 2018,1367700
CCR,BEACH ROAD,38,11-15,1,1220,1,1344000,Apartment,07,Strata,99 yrs lease commencing from 2018,1322400
CCR,BEACH ROAD,70,06-10,1,1120,1,1908300,Apartment,07,Strata,99 yrs lease commencing from 2018,1872300
CCR,BEACH ROAD,45,06-10,1,1120,1,1448100,Apartment,07,Strata,99 yrs lease commencing from 2018,1412100
CCR,BEACH ROAD,45,06-10,1,0121,1,1520900,Apartment,07,Strata,99 yrs lease commencing from 2018,1499300
CCR,BEACH ROAD,38,11-15,1,1120,1,1380800,Apartment,07,Strata,99 yrs lease commencing from 2018,1344800
CCR,BEACH ROAD,95,26-30,1,1219,1,2920600,Apartment,07,Strata,99 yrs lease commencing from 2018,2848600
CCR,BEACH ROAD,42,06-10,1,1019,1,1322400,Apartment,07,Strata,99 yrs lease commencing from 2018,1286400
CCR,BEACH ROAD,44,06-10,1,1019,1,1423400,Apartment,07,Strata,99 yrs lease commencing from 2018,1387400
CCR,BEACH ROAD,45,21-25,1,1019,1,1878700,Apartment,07,Strata,99 yrs lease commencing from 2018,1842700
CCR,BEACH ROAD,48,06-10,1,1219,1,1499100,Apartment,07,Strata,99 yrs lease commencing from 2018,1463100
CCR,BEACH ROAD,95,26-30,1,1019,1,2830200,Apartment,07,Strata,99 yrs lease commencing from 2018,2758200
CCR,BEACH ROAD,45,11-15,1,1019,1,1528300,Apartment,07,Strata,99 yrs lease commencing from 2018,1492300
CCR,BEACH ROAD,70,16-20,1,1219,1,2216400,Apartment,07,Strata,99 yrs lease commencing from 2018,2180400
CCR,BEACH ROAD,45,21-25,1,1019,1,1818600,Apartment,07,Strata,99 yrs lease commencing from 2018,1782600
CCR,BEACH ROAD,42,11-15,1,1019,1,1346700,Apartment,07,Strata,99 yrs lease commencing from 2018,1310700
CCR,BEACH ROAD,70,11-15,1,0420,1,2066400,Apartment,07,Strata,99 yrs lease commencing from 2018,2030400
CCR,BEACH ROAD,43,06-10,1,1019,1,1318600,Apartment,07,Strata,99 yrs lease commencing from 2018,1282600
CCR,BEACH ROAD,38,06-10,1,1019,1,1302600,Apartment,07,Strata,99 yrs lease commencing from 2018,1266600
CCR,BEACH ROAD,69,11-15,1,0320,1,2008600,Apartment,07,Strata,99 yrs lease commencing from 2018,1972600
CCR,BEACH ROAD,70,06-10,1,1019,1,2044400,Apartment,07,Strata,99 yrs lease commencing from 2018,2008400
CCR,BEACH ROAD,42,06-10,1,1019,1,1280600,Apartment,07,Strata,99 yrs lease commencing from 2018,1244600
CCR,BEACH ROAD,49,06-10,1,1019,1,1518400,Apartment,07,Strata,99 yrs lease commencing from 2018,1482400
CCR,BEACH ROAD,42,11-15,1,1019,1,1334500,Apartment,07,Strata,99 yrs lease commencing from 2018,1298500
CCR,BEACH ROAD,107,26-30,1,1019,1,2880400,Apartment,07,Strata,99 yrs lease commencing from 2018,2808400
CCR,BEACH ROAD,43,11-15,1,1119,1,1354300,Apartment,07,Strata,99 yrs lease commencing from 2018,1318300
CCR,BEACH ROAD,68,11-15,1,1119,1,2215400,Apartment,07,Strata,99 yrs lease commencing from 2018,2179400
CCR,BEACH ROAD,68,21-25,1,1019,1,2536100,Apartment,07,Strata,99 yrs lease commencing from 2018,2500100
CCR,BEACH ROAD,123,26-30,1,1019,1,3510400,Apartment,07,Strata,99 yrs lease commencing from 2018,3438400
CCR,BEACH ROAD,38,11-15,1,1019,1,1338300,Apartment,07,Strata,99 yrs lease commencing from 2018,1302300
CCR,BEACH ROAD,43,11-15,1,1019,1,1390000,Apartment,07,Strata,99 yrs lease commencing from 2018,1354000
CCR,BEACH ROAD,68,21-25,1,1019,1,2498100,Apartment,07,Strata,99 yrs lease commencing from 2018,2462100
CCR,BEACH ROAD,42,11-15,1,1019,1,1386200,Apartment,07,Strata,99 yrs lease commencing from 2018,1350200
CCR,BEACH ROAD,38,06-10,1,1019,1,1290400,Apartment,07,Strata,99 yrs lease commencing from 2018,1254400
CCR,BEACH ROAD,42,06-10,1,1019,1,1298000,Apartment,07,Strata,99 yrs lease commencing from 2018,1262000
CCR,BEACH ROAD,44,16-20,1,0620,1,1628100,Apartment,07,Strata,99 yrs lease commencing from 2018,1592100
CCR,BEACH ROAD,44,06-10,1,0620,1,1403700,Apartment,07,Strata,99 yrs lease commencing from 2018,1367700
CCR,BEACH ROAD,123,31-35,1,0220,1,3810000,Apartment,07,Strata,99 yrs lease commencing from 2018,3738000
CCR,BEACH ROAD,45,06-10,1,0120,1,1458400,Apartment,07,Strata,99 yrs lease commencing from 2018,1422400
CCR,BEACH ROAD,68,11-15,1,1019,1,2116600,Apartment,07,Strata,99 yrs lease commencing from 2018,2080600
CCR,BEACH ROAD,70,11-15,1,1019,1,2160600,Apartment,07,Strata,99 yrs lease commencing from 2018,2124600
CCR,BEACH ROAD,43,11-15,1,1019,1,1378600,Apartment,07,Strata,99 yrs lease commencing from 2018,1342600
CCR,BEACH ROAD,38,11-15,1,1119,1,1350500,Apartment,07,Strata,99 yrs lease commencing from 2018,1314500
CCR,BEACH ROAD,43,06-10,1,0120,1,1342100,Apartment,07,Strata,99 yrs lease commencing from 2018,1306100
CCR,BEACH ROAD,43,06-10,1,0820,1,1300300,Apartment,07,Strata,99 yrs lease commencing from 2018,
CCR,BEACH ROAD,38,06-10,1,0720,1,1278300,Apartment,07,Strata,99 yrs lease commencing from 2018,1242300
CCR,BEACH ROAD,42,06-10,1,0120,1,1310200,Apartment,07,Strata,99 yrs lease commencing from 2018,1274200
CCR,BEACH ROAD,69,06-10,1,1019,1,1865000,Apartment,07,Strata,99 yrs lease commencing from 2018,1829000
CCR,BEACH ROAD,43,16-20,1,1019,1,1423400,Apartment,07,Strata,99 yrs lease commencing from 2018,1387400
CCR,BEACH ROAD,69,06-10,1,1219,1,1890000,Apartment,07,Strata,99 yrs lease commencing from 2018,1854000
CCR,BEACH ROAD,42,11-15,1,0120,1,1370200,Apartment,07,Strata,99 yrs lease commencing from 2018,1334200
CCR,BEACH ROAD,123,26-30,1,0120,1,3510400,Apartment,07,Strata,99 yrs lease commencing from 2018,3438400
CCR,BEACH ROAD,44,06-10,1,1019,1,1383200,Apartment,07,Strata,99 yrs lease commencing from 2018,1347200
CCR,BEACH ROAD,45,06-10,1,1219,1,1438600,Apartment,07,Strata,99 yrs lease commencing from 2018,1402600
CCR,BEACH ROAD,69,11-15,1,1119,1,1962300,Apartment,07,Strata,99 yrs lease commencing from 2018,1926300
CCR,BEACH ROAD,69,11-15,1,1119,1,1944000,Apartment,07,Strata,99 yrs lease commencing from 2018,1908000
CCR,BEACH ROAD,43,06-10,1,0820,1,1344000,Apartment,07,Strata,99 yrs lease commencing from 2018,
CCR,BEACH ROAD,68,11-15,1,0120,1,2075500,Apartment,07,Strata,99 yrs lease commencing from 2018,2039500
CCR,COVE DRIVE,676.4,-,1,0920,3,16500000,Detached,04,Land,99 yrs lease commencing from 2007,
CCR,COVE DRIVE,754.9,-,1,0916,3,9000000,Detached,04,Land,99 yrs lease commencing from 2007,
CCR,COVE DRIVE,900.1,-,1,0617,3,14000000,Detached,04,Land,99 yrs lease commencing from 2006,
CCR,COVE DRIVE,689.3,-,1,0417,3,10000000,Detached,04,Land,99 yrs lease commencing from 2007,
CCR,COVE DRIVE,636.5,-,1,0518,3,14000000,Detached,04,Land,99 yrs lease commencing from 2007,
CCR,COVE DRIVE,1106.8,-,1,1219,3,19888800,Detached,04,Land,99 yrs lease commencing from 2007,
CCR,COVE DRIVE,886.2,-,1,1118,3,23988000,Detached,04,Land,99 yrs lease commencing from 2007,
CCR,COVE DRIVE,810.8,-,1,0119,3,17000000,Detached,04,Land,99 yrs lease commencing from 2007,
CCR,COVE DRIVE,1677.2,-,1,0419,3,32000000,Detached,04,Land,99 yrs lease commencing from 2006,
CCR,COVE DRIVE,739.8,-,1,0820,3,22800000,Detached,04,Land,99 yrs lease commencing from 2006,
CCR,OCEAN DRIVE,243.7,-,1,0616,3,5300000,Terrace,04,Land,99 yrs lease commencing from 2005,
CCR,OCEAN DRIVE,340.3,-,1,0817,3,6500000,Terrace,04,Land,99 yrs lease commencing from 2005,
CCR,OCEAN DRIVE,245.4,-,1,0619,3,4850000,Terrace,04,Land,99 yrs lease commencing from 2005,
CCR,LAKESHORE VIEW,1046.8,-,1,0317,3,21250000,Detached,04,Land,99 yrs lease commencing from 2005,
CCR,LAKESHORE VIEW,720.6,-,1,1016,3,11000000,Detached,04,Land,99 yrs lease commencing from 2006,
CCR,LAKESHORE VIEW,796.7,-,1,0717,3,15500000,Detached,04,Land,99 yrs lease commencing from 2005,
CCR,LAKESHORE VIEW,656.9,-,1,0120,3,10000000,Detached,04,Land,99 yrs lease commencing from 2005,
CCR,LAKESHORE VIEW,1086.4,-,1,0120,3,14000000,Detached,04,Land,99 yrs lease commencing from 2006,
CCR,LAKESHORE VIEW,945.8,-,1,0820,3,15450000,Detached,04,Land,99 yrs lease commencing from 2006,
CCR,ENGGOR STREET,70,36-40,1,1219,3,1600000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,56,11-15,1,0216,3,1210000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,70,31-35,1,0920,3,1428000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,49,11-15,1,0920,3,1070000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,56,16-20,1,1120,3,1248000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,51,11-15,1,1120,3,1145000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,77,26-30,1,0416,3,1658000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,51,16-20,1,0716,3,1100000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,77,16-20,1,1116,3,1658000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,109,46-50,1,0817,3,2350000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,51,16-20,1,1116,3,1140000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,56,16-20,1,0817,3,1300000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,80,36-40,1,1017,3,1650000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,80,31-35,1,1216,3,1720000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,78,36-40,1,0816,3,1700000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,56,11-15,1,1117,3,1260000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,49,16-20,1,0218,3,1210000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,77,21-25,1,1216,3,1700000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,51,11-15,1,0919,3,1250000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,49,11-15,1,0117,3,1100000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,77,21-25,1,0417,3,1680000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,49,06-10,1,0216,3,1015000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,77,21-25,1,1116,3,1670000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,80,31-35,1,0617,3,1500000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,49,11-15,1,1017,3,1200000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,94,21-25,1,0217,3,2080000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,51,16-20,1,0919,3,1188000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,49,11-15,1,0419,3,1250000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,56,16-20,1,0919,3,1320000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,56,16-20,1,0817,3,1240000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,56,11-15,1,0218,3,1300000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,70,31-35,1,0718,3,1480000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,51,16-20,1,1116,3,1100000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,ENGGOR STREET,56,11-15,1,0319,3,1280000,Apartment,02,Strata,99 yrs lease commencing from 2008,
CCR,MIDDLE ROAD,104,01-05,1,1017,3,1850000,Apartment,07,Strata,999 yrs lease commencing from 1835,
CCR,MARINA BOULEVARD,66,36-40,1,0121,3,1410000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,105,36-40,1,1020,3,2300000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,105,36-40,1,0117,3,2316500,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,69,06-10,1,0917,3,1521800,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,220,41-45,1,0718,3,8700000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,184,11-15,1,1117,3,5348700,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,105,21-25,1,1217,3,2220000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,69,36-40,1,0517,3,1528000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,68,46-50,1,0317,3,1450000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,91,01-05,1,0316,3,2380000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,68,21-25,1,0717,3,1460000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,114,31-35,1,0418,3,3020000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,68,21-25,1,1016,3,1550000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,184,21-25,1,0716,3,5400000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,114,31-35,1,1116,3,3000000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,66,36-40,1,0817,3,1580000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,221,21-25,1,0717,3,7700000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,66,31-35,1,0517,3,1440000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,100,41-45,1,0816,3,2152000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,105,41-45,1,1116,3,2305200,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,99,16-20,1,0816,3,2100000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,66,11-15,1,1017,3,1460000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,66,31-35,1,0717,3,1500000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,100,41-45,1,0618,3,2300000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,220,21-25,1,0316,3,6680000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,66,41-45,1,0218,3,1600000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,68,46-50,1,0818,3,1650000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,99,21-25,1,0816,3,2100000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,66,21-25,1,0518,3,1550000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,99,26-30,1,0218,3,2180000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,68,46-50,1,0120,3,1550000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,184,16-20,1,0718,3,5600000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,114,46-50,1,0519,3,3200000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,98,21-25,1,0718,3,2637500,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,66,11-15,1,0616,3,1500000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,105,11-15,1,0818,3,2200000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,114,06-10,1,0418,3,3050000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,100,36-40,1,0817,3,2180000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,105,51-55,1,0219,3,2500000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,114,21-25,1,0219,3,2880000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,68,31-35,1,1019,3,1550000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,99,11-15,1,0620,3,1950000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,69,26-30,1,0720,3,1500000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,114,31-35,1,0818,3,3000000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,98,36-40,1,1219,3,2532000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,69,31-35,1,0419,3,1620000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,MARINA BOULEVARD,66,11-15,1,1220,3,1400000,Condominium,01,Strata,99 yrs lease commencing from 2005,
CCR,GOPENG STREET,65,11-15,1,0121,3,1150000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,104,46-50,1,1220,3,1938000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,65,21-25,1,0820,3,1230000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,52,16-20,1,0517,3,1020000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,104,41-45,1,1120,3,1840000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,73,11-15,1,1020,3,1200000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,53,16-20,1,1020,3,1060000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,61,26-30,1,1020,3,1055000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,84,11-15,1,0121,3,1520000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,84,16-20,1,0121,3,1539000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,53,06-10,1,0121,3,970000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,65,21-25,1,0920,3,1120000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,73,26-30,1,0920,3,1250000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,86,11-15,1,1020,3,1488000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,54,26-30,1,1020,3,960000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,53,11-15,1,0916,3,1000000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,87,36-40,1,0216,3,1638800,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,85,26-30,1,0916,3,1460000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,54,16-20,1,0417,3,1070000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,54,06-10,1,1216,3,938000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,54,21-25,1,0218,3,1100000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,52,11-15,1,0317,3,1000000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,84,21-25,1,0717,3,1370000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,53,11-15,1,0717,3,1010000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,73,16-20,1,0717,3,1250000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,53,11-15,1,0117,3,988000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,84,11-15,1,1217,3,1508000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,52,26-30,1,0416,3,1050000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,52,21-25,1,0316,3,1080000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,54,26-30,1,0816,3,1050000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,93,41-45,1,0316,3,1540000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,52,06-10,1,0417,3,990000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,65,11-15,1,0717,3,1138000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,52,16-20,1,0417,3,1005000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,53,26-30,1,0718,3,1160000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,53,26-30,1,0518,3,1120000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,97,31-35,1,0516,3,1600000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,86,26-30,1,0217,3,1380000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,87,31-35,1,0517,3,1610000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,65,16-20,1,1016,3,1208888,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,53,16-20,1,0816,3,988000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,54,11-15,1,0617,3,1050000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,86,26-30,1,0117,3,1450000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,54,16-20,1,1216,3,1021000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,86,36-40,1,0616,3,1500000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,52,11-15,1,1117,3,1000000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,104,41-45,1,0817,3,1880000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,54,16-20,1,0616,3,1070000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,54,06-10,1,0317,3,995000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,93,41-45,1,0319,3,1670000,Apartment,02,Strata,99 yrs lease commencing from 2002,
CCR,GOPENG STREET,63,01-05,1,0617,3,1130000,Apartment,02,Strata,99 yrs lease commencing from 2002,
