street,refPeriod,psf75,median,psf25,district
TANAH MERAH KECHIL ROAD,2020Q1,2.57,2.47,2.39,16
TANAH MERAH KECHIL ROAD,2019Q2,2.83,2.59,2.49,16
TANAH MERAH KECHIL ROAD,2019Q4,2.63,2.39,2.34,16
TANAH MERAH KECHIL ROAD,2020Q3,2.64,2.43,2.37,16
TANAH MERAH KECHIL ROAD,2020Q2,2.65,2.55,2.46,16
TANAH MERAH KECHIL ROAD,2020Q4,2.58,2.38,2.27,16
KEE SENG STREET,2020Q3,5.3,5.04,4.17,02
KEE SENG STREET,2019Q3,5.93,5.7,5.26,02
CLAYMORE DRIVE,2020Q4,2.25,2.06,1.93,09
TOH TUCK ROAD,2018Q1,4.27,4.02,3.99,21
TOH TUCK ROAD,2018Q3,4.27,4.02,3.72,21
TOH TUCK ROAD,2018Q2,4.02,4.02,3.77,21
TOH TUCK ROAD,2018Q4,4.21,3.99,3.35,21
TOH TUCK ROAD,2020Q2,4.15,4.02,3.72,21
TOH TUCK ROAD,2020Q3,4.36,3.7,3.32,21
TOH TUCK ROAD,2019Q1,4.27,4.02,3.92,21
TOH TUCK ROAD,2019Q3,4.43,4.02,3.57,21
TOH TUCK ROAD,2020Q1,4.36,4.21,3.83,21
TOH TUCK ROAD,2019Q2,4.27,4.14,3.72,21
TOH TUCK ROAD,2019Q4,4.39,4.27,3.72,21
TOH TUCK ROAD,2020Q4,4.36,4.15,3.7,21
MILTONIA CLOSE,2018Q4,2.47,2.26,2.05,27
MILTONIA CLOSE,2018Q1,2.61,2.44,2.3,27
MILTONIA CLOSE,2018Q3,2.5,2.37,2.12,27
MILTONIA CLOSE,2018Q2,2.9,2.45,2.29,27
MILTONIA CLOSE,2019Q4,2.67,2.37,2.15,27
MILTONIA CLOSE,2020Q2,2.54,2.38,2.2,27
MILTONIA CLOSE,2019Q1,2.55,2.44,2.15,27
MILTONIA CLOSE,2019Q3,2.55,2.38,2.3,27
MILTONIA CLOSE,2020Q3,2.66,2.36,2.15,27
MILTONIA CLOSE,2020Q1,2.55,2.4,2.16,27
MILTONIA CLOSE,2019Q2,2.5,2.38,2.29,27
MILTONIA CLOSE,2020Q4,2.56,2.34,2.08,27
JALAN DUSUN,2018Q3,4.13,3.98,3.68,12
JALAN DUSUN,2018Q2,4.13,3.8,3.79,12
JALAN DUSUN,2018Q4,4.13,3.82,3.79,12
JALAN DUSUN,2020Q2,4.15,3.88,3.66,12
JALAN DUSUN,2020Q3,4.17,4.13,3.79,12
JALAN DUSUN,2019Q1,4.34,3.79,3.6,12
JALAN DUSUN,2019Q3,4.34,4.0,3.79,12
JALAN DUSUN,2020Q1,4.34,4.04,3.74,12
JALAN DUSUN,2019Q2,4.17,3.92,3.65,12
JALAN DUSUN,2019Q4,4.34,4.06,3.79,12
JALAN DUSUN,2020Q4,4.19,3.79,3.73,12
RANGOON ROAD,2019Q3,4.67,4.21,3.43,08
RANGOON ROAD,2020Q1,4.79,3.92,3.57,08
RANGOON ROAD,2020Q3,4.31,4.29,3.32,08
SIN MING WALK,2018Q4,2.61,2.52,2.29,20
SIN MING WALK,2018Q1,2.6,2.51,2.4,20
SIN MING WALK,2018Q3,2.64,2.53,2.45,20
SIN MING WALK,2018Q2,2.64,2.5,2.37,20
SIN MING WALK,2019Q4,2.73,2.64,2.55,20
SIN MING WALK,2020Q2,2.7,2.58,2.39,20
SIN MING WALK,2019Q1,2.75,2.53,2.44,20
SIN MING WALK,2019Q3,2.64,2.52,2.42,20
SIN MING WALK,2020Q3,2.64,2.48,2.36,20
SIN MING WALK,2020Q1,2.72,2.61,2.44,20
SIN MING WALK,2019Q2,2.55,2.48,2.43,20
SIN MING WALK,2020Q4,2.61,2.55,2.5,20
BHAMO ROAD,2020Q3,3.39,2.92,2.78,12
BHAMO ROAD,2019Q3,3.6,3.03,2.94,12
BHAMO ROAD,2020Q4,3.65,3.13,2.96,12
SIN MING ROAD,2020Q3,1.95,1.61,1.51,20
KIM KEAT ROAD,2018Q4,4.91,4.41,3.74,12
KIM KEAT ROAD,2018Q1,4.89,4.51,4.0,12
KIM KEAT ROAD,2018Q3,4.77,4.28,3.41,12
KIM KEAT ROAD,2018Q2,4.52,4.13,3.63,12
KIM KEAT ROAD,2019Q4,4.78,4.52,4.08,12
KIM KEAT ROAD,2020Q2,4.65,4.51,3.62,12
KIM KEAT ROAD,2019Q1,4.9,4.39,3.34,12
KIM KEAT ROAD,2019Q3,4.51,4.18,3.34,12
KIM KEAT ROAD,2020Q3,4.65,4.18,3.34,12
KIM KEAT ROAD,2020Q1,4.78,4.65,3.88,12
KIM KEAT ROAD,2019Q2,4.51,4.28,3.48,12
KIM KEAT ROAD,2020Q4,4.65,4.4,3.48,12
CAIRNHILL CIRCLE,2019Q3,4.5,4.37,4.26,09
CAIRNHILL CIRCLE,2020Q1,4.38,4.26,3.31,09
CAIRNHILL CIRCLE,2020Q4,4.64,4.19,4.09,09
DEVONSHIRE ROAD,2019Q3,3.07,2.89,2.78,09
DEVONSHIRE ROAD,2020Q3,2.6,2.4,2.35,09
DEVONSHIRE ROAD,2020Q4,2.65,2.47,2.28,09
ROBIN DRIVE,2018Q3,5.2,4.91,4.49,10
ROBIN DRIVE,2018Q4,5.27,4.73,4.41,10
ROBIN DRIVE,2019Q4,5.71,5.39,4.61,10
ROBIN DRIVE,2020Q2,5.59,5.16,4.61,10
ROBIN DRIVE,2020Q3,5.27,4.83,4.25,10
ROBIN DRIVE,2019Q2,5.68,5.33,4.59,10
ROBIN DRIVE,2020Q4,5.34,4.74,4.2,10
LORONG 35 GEYLANG,2019Q4,4.53,3.99,3.83,14
LORONG 35 GEYLANG,2020Q4,4.1,4.01,3.93,14
FARRER DRIVE,2018Q1,3.58,2.97,2.77,10
FARRER DRIVE,2018Q3,3.25,3.1,2.95,10
FARRER DRIVE,2018Q2,3.41,3.09,2.8,10
FARRER DRIVE,2018Q4,3.5,3.07,2.92,10
FARRER DRIVE,2019Q4,3.0,2.72,2.58,10
FARRER DRIVE,2020Q2,2.94,2.76,2.59,10
FARRER DRIVE,2019Q1,3.53,3.23,3.07,10
FARRER DRIVE,2020Q3,3.02,2.8,2.65,10
FARRER DRIVE,2019Q3,3.3,3.14,2.84,10
FARRER DRIVE,2020Q1,3.08,2.74,2.57,10
FARRER DRIVE,2019Q2,3.8,3.22,3.06,10
FARRER DRIVE,2020Q4,3.03,2.82,2.68,10
GEYLANG EAST AVENUE 2,2019Q4,4.52,4.22,4.1,14
GEYLANG EAST AVENUE 2,2020Q2,4.4,4.16,3.76,14
GEYLANG EAST AVENUE 2,2020Q3,4.52,4.25,4.1,14
GEYLANG EAST AVENUE 2,2020Q4,4.25,4.15,3.83,14
JALAN RUMBIA,2018Q4,4.88,4.72,4.57,09
JALAN RUMBIA,2018Q1,6.02,5.29,4.76,09
JALAN RUMBIA,2018Q3,5.16,4.73,4.58,09
JALAN RUMBIA,2018Q2,5.23,5.08,4.65,09
JALAN RUMBIA,2019Q4,4.71,4.42,4.1,09
JALAN RUMBIA,2020Q2,4.8,4.61,4.14,09
JALAN RUMBIA,2019Q1,5.89,4.88,4.68,09
JALAN RUMBIA,2019Q3,5.16,4.87,4.6,09
JALAN RUMBIA,2020Q3,4.33,4.07,3.91,09
JALAN RUMBIA,2020Q1,4.72,4.5,4.44,09
JALAN RUMBIA,2019Q2,5.1,4.81,4.65,09
JALAN RUMBIA,2020Q4,4.36,4.23,3.89,09
PUNGGOL FIELD WALK,2018Q1,2.61,2.44,2.27,19
PUNGGOL FIELD WALK,2018Q3,2.75,2.47,2.37,19
PUNGGOL FIELD WALK,2018Q2,2.55,2.48,2.37,19
PUNGGOL FIELD WALK,2018Q4,2.61,2.48,2.37,19
PUNGGOL FIELD WALK,2019Q1,2.61,2.47,2.37,19
PUNGGOL FIELD WALK,2019Q3,2.84,2.64,2.47,19
PUNGGOL FIELD WALK,2020Q1,2.64,2.58,2.44,19
PUNGGOL FIELD WALK,2019Q2,2.7,2.58,2.44,19
PUNGGOL FIELD WALK,2019Q4,2.7,2.57,2.47,19
PUNGGOL FIELD WALK,2020Q3,2.78,2.62,2.41,19
PUNGGOL FIELD WALK,2020Q2,2.67,2.55,2.38,19
PUNGGOL FIELD WALK,2020Q4,2.71,2.67,2.49,19
PHENG GECK AVENUE,2018Q1,4.17,3.86,3.81,13
PHENG GECK AVENUE,2018Q3,4.17,3.87,3.4,13
PHENG GECK AVENUE,2018Q2,4.33,4.09,3.64,13
PHENG GECK AVENUE,2018Q4,4.14,3.97,3.79,13
PHENG GECK AVENUE,2019Q4,4.27,4.08,3.94,13
PHENG GECK AVENUE,2019Q1,3.99,3.81,3.63,13
PHENG GECK AVENUE,2019Q3,4.03,3.8,3.48,13
PHENG GECK AVENUE,2020Q1,4.09,3.96,3.65,13
PHENG GECK AVENUE,2020Q3,3.96,3.79,3.42,13
PHENG GECK AVENUE,2019Q2,4.27,3.96,3.29,13
PHENG GECK AVENUE,2020Q4,4.07,3.86,3.59,13
PARBURY AVENUE,2018Q1,2.24,2.14,1.93,16
PARBURY AVENUE,2018Q4,2.31,2.28,2.14,16
PARBURY AVENUE,2020Q1,2.3,2.21,1.98,16
PARBURY AVENUE,2019Q4,2.39,2.29,2.08,16
PARBURY AVENUE,2020Q4,2.29,2.2,2.13,16
MOH GUAN TERRACE,2018Q4,4.03,3.29,2.75,03
MOH GUAN TERRACE,2018Q1,3.84,3.32,2.95,03
MOH GUAN TERRACE,2018Q3,4.23,3.53,3.03,03
MOH GUAN TERRACE,2018Q2,4.04,3.48,2.45,03
MOH GUAN TERRACE,2019Q4,4.2,3.79,2.93,03
MOH GUAN TERRACE,2020Q2,4.49,3.83,3.12,03
MOH GUAN TERRACE,2019Q1,4.53,3.83,3.06,03
MOH GUAN TERRACE,2019Q3,4.03,3.65,3.02,03
MOH GUAN TERRACE,2020Q3,4.68,3.99,3.34,03
MOH GUAN TERRACE,2020Q1,4.27,3.75,3.22,03
MOH GUAN TERRACE,2019Q2,3.91,3.17,2.68,03
MOH GUAN TERRACE,2020Q4,4.2,3.8,3.27,03
NEWTON ROAD,2018Q4,4.47,4.25,4.11,11
NEWTON ROAD,2018Q1,4.33,4.07,3.88,11
NEWTON ROAD,2018Q3,4.5,4.02,3.64,11
NEWTON ROAD,2018Q2,4.78,4.24,3.56,11
NEWTON ROAD,2019Q4,4.41,4.19,3.56,11
NEWTON ROAD,2020Q2,4.17,3.85,3.59,11
NEWTON ROAD,2019Q1,4.51,4.02,3.56,11
NEWTON ROAD,2019Q3,4.33,4.02,3.72,11
NEWTON ROAD,2020Q3,4.17,3.86,3.57,11
NEWTON ROAD,2020Q1,4.27,3.78,3.57,11
NEWTON ROAD,2019Q2,4.06,3.85,3.61,11
NEWTON ROAD,2020Q4,4.14,3.71,3.56,11
ELIAS ROAD,2018Q1,2.3,2.14,2.04,18
ELIAS ROAD,2018Q3,2.41,2.24,2.07,18
ELIAS ROAD,2018Q2,2.14,2.07,2.01,18
ELIAS ROAD,2018Q4,2.22,2.15,2.03,18
ELIAS ROAD,2020Q3,2.37,2.24,2.2,18
ELIAS ROAD,2019Q1,2.22,2.14,2.04,18
ELIAS ROAD,2019Q3,2.47,2.35,2.18,18
ELIAS ROAD,2020Q1,2.31,2.21,2.14,18
ELIAS ROAD,2019Q2,2.45,2.23,2.14,18
ELIAS ROAD,2019Q4,2.34,2.18,2.05,18
ELIAS ROAD,2020Q4,2.4,2.28,2.2,18
PASIR PANJANG ROAD,2018Q2,3.12,2.82,2.58,05
PASIR PANJANG ROAD,2018Q1,2.95,2.92,2.73,05
PASIR PANJANG ROAD,2018Q3,3.34,3.14,2.79,05
PASIR PANJANG ROAD,2020Q2,3.09,2.95,2.7,05
PASIR PANJANG ROAD,2020Q3,3.36,2.9,2.69,05
PASIR PANJANG ROAD,2019Q1,3.2,2.97,2.68,05
PASIR PANJANG ROAD,2019Q3,3.26,2.94,2.63,05
PASIR PANJANG ROAD,2020Q1,3.19,3.02,2.84,05
PASIR PANJANG ROAD,2019Q2,3.12,3.01,2.91,05
PASIR PANJANG ROAD,2020Q4,3.18,2.97,2.87,05
LAKESIDE DRIVE,2018Q4,3.66,3.14,2.9,22
LAKESIDE DRIVE,2018Q1,3.95,3.33,3.0,22
LAKESIDE DRIVE,2018Q3,4.16,3.46,3.1,22
LAKESIDE DRIVE,2018Q2,3.92,3.38,3.03,22
LAKESIDE DRIVE,2019Q4,3.88,3.28,3.0,22
LAKESIDE DRIVE,2020Q2,4.09,3.57,3.12,22
LAKESIDE DRIVE,2019Q1,4.15,3.34,3.04,22
LAKESIDE DRIVE,2019Q3,3.96,3.43,3.1,22
LAKESIDE DRIVE,2020Q3,3.61,3.29,2.96,22
LAKESIDE DRIVE,2020Q1,3.88,3.34,3.03,22
LAKESIDE DRIVE,2019Q2,4.01,3.3,3.04,22
LAKESIDE DRIVE,2020Q4,3.89,3.4,3.1,22
RHU CROSS,2018Q1,3.0,2.85,2.72,15
RHU CROSS,2018Q3,3.14,2.89,2.75,15
RHU CROSS,2018Q2,3.04,2.88,2.7,15
RHU CROSS,2018Q4,3.23,2.97,2.66,15
RHU CROSS,2019Q1,3.1,2.83,2.7,15
RHU CROSS,2019Q3,3.07,2.93,2.77,15
RHU CROSS,2020Q1,3.06,2.96,2.81,15
RHU CROSS,2019Q2,3.19,2.96,2.81,15
RHU CROSS,2019Q4,3.12,2.95,2.75,15
RHU CROSS,2020Q3,3.04,2.89,2.71,15
RHU CROSS,2020Q2,3.13,2.92,2.68,15
RHU CROSS,2020Q4,3.13,2.93,2.72,15
KENSINGTON PARK DRIVE,2018Q3,2.54,2.3,2.06,19
KENSINGTON PARK DRIVE,2018Q2,2.48,2.16,2.08,19
KENSINGTON PARK DRIVE,2019Q3,2.51,2.43,2.22,19
KENSINGTON PARK DRIVE,2020Q3,2.22,2.04,1.87,19
KENSINGTON PARK DRIVE,2020Q2,1.98,1.92,1.83,19
ELIAS ROAD,2018Q1,2.35,2.19,2.1,18
ELIAS ROAD,2018Q3,2.36,2.21,2.17,18
ELIAS ROAD,2018Q2,2.28,2.15,2.1,18
ELIAS ROAD,2018Q4,2.44,2.28,2.22,18
ELIAS ROAD,2020Q2,2.23,2.1,1.95,18
ELIAS ROAD,2019Q1,2.45,2.28,2.17,18
ELIAS ROAD,2019Q3,2.26,2.18,2.08,18
ELIAS ROAD,2020Q1,2.12,2.02,1.91,18
ELIAS ROAD,2020Q3,2.04,1.94,1.85,18
ELIAS ROAD,2019Q2,2.51,2.21,2.05,18
ELIAS ROAD,2019Q4,2.12,1.98,1.94,18
ELIAS ROAD,2020Q4,2.04,1.95,1.92,18
YIO CHU KANG ROAD,2018Q1,2.49,2.38,2.22,26
YIO CHU KANG ROAD,2019Q1,2.48,2.38,2.22,26
YIO CHU KANG ROAD,2018Q3,2.48,2.33,2.18,26
YIO CHU KANG ROAD,2018Q2,2.38,2.31,2.27,26
YIO CHU KANG ROAD,2018Q4,2.38,2.27,2.2,26
YIO CHU KANG ROAD,2019Q3,2.45,2.31,2.19,26
YIO CHU KANG ROAD,2020Q1,2.42,2.32,2.18,26
YIO CHU KANG ROAD,2019Q2,2.44,2.37,2.22,26
YIO CHU KANG ROAD,2019Q4,2.32,2.22,2.14,26
YIO CHU KANG ROAD,2020Q3,2.4,2.32,2.12,26
YIO CHU KANG ROAD,2020Q2,2.31,2.22,2.12,26
YIO CHU KANG ROAD,2020Q4,2.31,2.22,2.16,26
GRANGE ROAD,2018Q1,5.7,4.84,4.46,10
GRANGE ROAD,2018Q3,5.3,4.78,4.36,10
GRANGE ROAD,2019Q3,4.93,4.73,4.32,10
GRANGE ROAD,2020Q1,4.67,4.23,3.87,10
GRANGE ROAD,2020Q3,4.47,4.06,3.87,10
UPPER SERANGOON VIEW,2018Q3,2.3,2.25,2.05,19
UPPER SERANGOON VIEW,2018Q2,2.15,2.1,2.05,19
UPPER SERANGOON VIEW,2018Q4,2.25,2.14,2.04,19
UPPER SERANGOON VIEW,2020Q2,2.12,2.06,2.0,19
UPPER SERANGOON VIEW,2019Q1,2.25,2.16,2.05,19
UPPER SERANGOON VIEW,2019Q3,2.14,2.1,2.04,19
UPPER SERANGOON VIEW,2020Q1,2.19,2.04,1.96,19
UPPER SERANGOON VIEW,2020Q3,2.18,2.14,1.98,19
UPPER SERANGOON VIEW,2019Q2,2.2,2.14,2.05,19
UPPER SERANGOON VIEW,2019Q4,2.16,2.06,2.0,19
SOPHIA ROAD,2020Q3,5.11,4.85,4.41,09
SOPHIA ROAD,2020Q4,4.84,4.44,4.22,09
PATERSON ROAD,2019Q4,4.11,3.96,3.7,09
PATERSON ROAD,2019Q3,4.36,4.06,3.84,09
WEST COAST DRIVE,2018Q1,4.11,3.79,3.51,05
WEST COAST DRIVE,2018Q3,3.95,3.35,1.61,05
WEST COAST DRIVE,2018Q2,3.77,3.6,1.8,05
WEST COAST DRIVE,2018Q4,4.11,3.52,2.51,05
WEST COAST DRIVE,2020Q2,3.71,3.41,1.75,05
WEST COAST DRIVE,2020Q3,3.73,2.0,1.36,05
WEST COAST DRIVE,2019Q1,4.11,3.78,3.46,05
WEST COAST DRIVE,2019Q3,3.44,2.31,1.64,05
WEST COAST DRIVE,2020Q1,3.97,3.86,2.27,05
WEST COAST DRIVE,2019Q2,4.01,3.62,2.01,05
WEST COAST DRIVE,2020Q4,3.79,3.54,3.46,05
HINDHEDE WALK,2018Q1,2.13,2.02,1.97,21
HINDHEDE WALK,2018Q3,2.2,2.03,1.95,21
HINDHEDE WALK,2018Q2,2.14,2.04,1.99,21
HINDHEDE WALK,2020Q2,2.09,2.02,1.95,21
HINDHEDE WALK,2019Q1,2.47,2.25,2.06,21
HINDHEDE WALK,2020Q3,2.11,2.02,1.95,21
HINDHEDE WALK,2019Q3,2.08,2.03,1.94,21
HINDHEDE WALK,2020Q1,2.15,2.05,1.97,21
HINDHEDE WALK,2019Q2,2.09,2.03,1.99,21
HINDHEDE WALK,2020Q4,2.26,2.02,1.89,21
WEST COAST PARK,2018Q4,2.57,2.46,2.31,05
WEST COAST PARK,2018Q1,2.6,2.29,2.23,05
WEST COAST PARK,2018Q3,2.65,2.48,2.36,05
WEST COAST PARK,2018Q2,2.7,2.43,2.32,05
WEST COAST PARK,2019Q4,2.6,2.46,2.34,05
WEST COAST PARK,2020Q2,2.65,2.49,2.32,05
WEST COAST PARK,2019Q1,2.61,2.46,2.24,05
WEST COAST PARK,2019Q3,2.7,2.62,2.23,05
WEST COAST PARK,2020Q3,2.67,2.44,2.36,05
WEST COAST PARK,2020Q1,2.34,2.24,2.21,05
WEST COAST PARK,2019Q2,2.74,2.55,2.37,05
WEST COAST PARK,2020Q4,2.54,2.43,2.3,05
WEST COAST CRESCENT,2018Q1,3.95,3.76,3.6,05
WEST COAST CRESCENT,2018Q3,4.18,3.75,3.5,05
WEST COAST CRESCENT,2018Q2,4.26,3.89,3.56,05
WEST COAST CRESCENT,2018Q4,4.24,3.79,3.41,05
WEST COAST CRESCENT,2019Q4,4.39,3.75,3.49,05
WEST COAST CRESCENT,2020Q2,4.24,3.84,3.6,05
WEST COAST CRESCENT,2019Q1,4.15,3.73,3.58,05
WEST COAST CRESCENT,2019Q3,4.14,3.81,3.45,05
WEST COAST CRESCENT,2020Q1,3.93,3.69,3.57,05
WEST COAST CRESCENT,2020Q3,4.1,3.79,3.57,05
WEST COAST CRESCENT,2019Q2,4.05,3.69,3.46,05
WEST COAST CRESCENT,2020Q4,4.35,3.83,3.69,05
FLORA ROAD,2018Q1,2.36,1.97,1.86,17
FLORA ROAD,2018Q3,2.36,2.21,1.82,17
FLORA ROAD,2018Q2,2.38,2.08,1.82,17
FLORA ROAD,2018Q4,2.44,2.19,1.75,17
FLORA ROAD,2019Q1,2.15,1.93,1.78,17
FLORA ROAD,2019Q3,2.59,2.28,2.04,17
FLORA ROAD,2020Q1,2.09,1.93,1.83,17
FLORA ROAD,2019Q2,2.44,2.11,1.83,17
FLORA ROAD,2019Q4,2.47,2.24,1.8,17
FLORA ROAD,2020Q3,2.39,2.13,1.87,17
FLORA ROAD,2020Q2,2.44,2.19,1.75,17
FLORA ROAD,2020Q4,2.51,2.3,1.86,17
ALJUNIED ROAD,2019Q3,4.55,4.44,4.31,14
ALJUNIED ROAD,2019Q4,4.52,4.33,4.25,14
ALJUNIED ROAD,2020Q4,4.27,4.13,3.98,14
WOODLANDS ROAD,2018Q4,3.2,3.02,2.76,23
WOODLANDS ROAD,2018Q1,3.26,3.1,2.93,23
WOODLANDS ROAD,2018Q3,3.26,3.1,2.85,23
WOODLANDS ROAD,2018Q2,3.18,3.02,2.77,23
WOODLANDS ROAD,2019Q4,3.26,3.26,3.03,23
WOODLANDS ROAD,2020Q2,3.26,3.15,3.02,23
WOODLANDS ROAD,2019Q1,3.26,3.07,2.84,23
WOODLANDS ROAD,2019Q3,3.26,3.1,2.9,23
WOODLANDS ROAD,2020Q1,3.26,3.14,2.96,23
WOODLANDS ROAD,2020Q3,3.26,3.18,2.79,23
WOODLANDS ROAD,2019Q2,3.26,3.1,2.78,23
WOODLANDS ROAD,2020Q4,3.26,3.26,2.79,23
UPPER CHANGI ROAD,2019Q3,3.85,3.33,3.0,16
UPPER CHANGI ROAD,2020Q1,4.21,3.54,2.98,16
UPPER CHANGI ROAD,2019Q4,3.55,3.26,2.17,16
UPPER CHANGI ROAD,2020Q3,3.74,3.4,3.34,16
UPPER CHANGI ROAD,2020Q4,3.76,3.41,3.17,16
MAR THOMA ROAD,2018Q3,3.0,2.81,2.57,12
MAR THOMA ROAD,2018Q2,2.92,2.8,2.49,12
MAR THOMA ROAD,2019Q3,3.0,2.81,2.79,12
MAR THOMA ROAD,2019Q2,2.85,2.63,2.48,12
MAR THOMA ROAD,2019Q4,2.81,2.69,2.51,12
MAR THOMA ROAD,2020Q3,2.9,2.78,2.66,12
MAR THOMA ROAD,2020Q2,2.92,2.75,2.59,12
MAR THOMA ROAD,2020Q4,2.88,2.75,2.51,12
FOO KIM LIN ROAD,2018Q3,3.37,3.09,2.92,14
FOO KIM LIN ROAD,2018Q2,4.08,3.74,2.81,14
FOO KIM LIN ROAD,2019Q4,3.99,3.54,2.93,14
FOO KIM LIN ROAD,2020Q2,3.8,3.43,2.79,14
FOO KIM LIN ROAD,2020Q3,3.74,3.51,3.12,14
FOO KIM LIN ROAD,2019Q2,3.77,3.63,2.78,14
FOO KIM LIN ROAD,2020Q4,3.8,3.54,2.75,14
LORONG 26 GEYLANG,2019Q3,4.05,3.83,3.38,14
LORONG 26 GEYLANG,2020Q1,4.32,4.13,3.72,14
LORONG 26 GEYLANG,2020Q3,4.01,3.89,3.69,14
LORONG 26 GEYLANG,2020Q2,4.0,3.73,3.5,14
AMBER ROAD,2019Q4,4.9,4.33,4.02,15
AMBER ROAD,2020Q3,4.68,4.23,4.04,15
AMBER ROAD,2019Q3,4.48,4.13,4.0,15
MARINA WAY,2018Q3,5.0,4.71,4.51,01
MARINA WAY,2018Q2,5.47,5.22,5.08,01
MARINA WAY,2018Q4,5.0,4.72,4.47,01
MARINA WAY,2020Q2,5.75,5.34,4.95,01
MARINA WAY,2020Q3,5.16,4.91,4.69,01
MARINA WAY,2019Q1,5.13,4.81,4.57,01
MARINA WAY,2019Q3,5.43,5.22,4.93,01
MARINA WAY,2020Q1,5.55,5.35,5.0,01
MARINA WAY,2019Q2,5.55,5.25,4.98,01
MARINA WAY,2019Q4,5.59,5.26,5.0,01
MARINA WAY,2020Q4,5.11,4.78,4.51,01
ROCHESTER DRIVE,2018Q4,4.06,3.69,3.32,05
ROCHESTER DRIVE,2018Q1,4.16,3.9,3.65,05
ROCHESTER DRIVE,2018Q3,4.07,3.85,3.46,05
ROCHESTER DRIVE,2018Q2,4.06,3.83,3.46,05
ROCHESTER DRIVE,2019Q4,4.09,3.83,3.36,05
ROCHESTER DRIVE,2020Q2,3.99,3.88,3.62,05
ROCHESTER DRIVE,2019Q1,4.07,3.76,3.44,05
ROCHESTER DRIVE,2019Q3,4.06,3.82,3.46,05
ROCHESTER DRIVE,2020Q1,4.15,3.84,3.56,05
ROCHESTER DRIVE,2020Q3,3.95,3.65,3.35,05
ROCHESTER DRIVE,2019Q2,4.15,3.76,3.56,05
ROCHESTER DRIVE,2020Q4,4.03,3.73,3.3,05
GEYLANG EAST AVENUE 2,2018Q1,2.86,2.75,2.64,14
GEYLANG EAST AVENUE 2,2018Q3,2.87,2.76,2.62,14
GEYLANG EAST AVENUE 2,2018Q2,2.81,2.68,2.56,14
GEYLANG EAST AVENUE 2,2018Q4,2.76,2.67,2.56,14
GEYLANG EAST AVENUE 2,2019Q4,2.85,2.71,2.65,14
GEYLANG EAST AVENUE 2,2020Q2,2.8,2.68,2.64,14
GEYLANG EAST AVENUE 2,2019Q1,2.82,2.67,2.54,14
GEYLANG EAST AVENUE 2,2020Q3,2.93,2.76,2.64,14
GEYLANG EAST AVENUE 2,2019Q3,2.83,2.68,2.59,14
GEYLANG EAST AVENUE 2,2020Q1,2.94,2.74,2.64,14
GEYLANG EAST AVENUE 2,2019Q2,2.76,2.68,2.56,14
GEYLANG EAST AVENUE 2,2020Q4,2.89,2.76,2.59,14
BALESTIER ROAD,2019Q3,4.35,4.04,3.91,12
BALESTIER ROAD,2020Q3,4.37,4.21,3.95,12
BALESTIER ROAD,2020Q2,4.4,4.09,3.79,12
BALESTIER ROAD,2020Q4,4.54,4.32,4.17,12
JALAN SULTAN,2018Q4,3.84,3.68,3.43,07
JALAN SULTAN,2018Q3,3.68,3.2,3.08,07
JALAN SULTAN,2018Q2,3.72,3.59,3.43,07
JALAN SULTAN,2020Q2,3.06,2.95,2.61,07
JALAN SULTAN,2020Q3,3.24,3.17,2.93,07
JALAN SULTAN,2019Q2,3.72,3.38,3.19,07
JALAN SULTAN,2020Q4,3.17,3.1,2.83,07
NORTH BRIDGE ROAD,2019Q3,8.69,7.64,5.72,06
NORTH BRIDGE ROAD,2019Q4,7.89,7.44,6.25,06
NORTH BRIDGE ROAD,2020Q3,8.5,8.1,6.2,06
NORTH BRIDGE ROAD,2020Q2,8.55,6.88,5.83,06
NORTH BRIDGE ROAD,2020Q4,8.52,8.1,6.88,06
TANJONG RHU ROAD,2018Q2,3.15,2.99,2.85,15
TANJONG RHU ROAD,2018Q4,3.1,2.9,2.79,15
TANJONG RHU ROAD,2018Q1,3.56,3.1,2.99,15
TANJONG RHU ROAD,2018Q3,3.15,2.93,2.85,15
TANJONG RHU ROAD,2019Q4,3.12,2.87,2.81,15
TANJONG RHU ROAD,2020Q2,3.14,2.96,2.85,15
TANJONG RHU ROAD,2020Q3,3.1,2.93,2.78,15
TANJONG RHU ROAD,2019Q1,3.14,2.98,2.81,15
TANJONG RHU ROAD,2019Q3,2.96,2.9,2.85,15
TANJONG RHU ROAD,2020Q1,3.26,2.97,2.88,15
TANJONG RHU ROAD,2019Q2,3.18,3.02,2.89,15
TANJONG RHU ROAD,2020Q4,2.98,2.85,2.8,15
EVELYN ROAD,2018Q1,4.67,4.44,4.3,11
EVELYN ROAD,2018Q3,4.8,4.58,4.45,11
EVELYN ROAD,2018Q2,4.49,4.34,4.14,11
EVELYN ROAD,2018Q4,4.59,4.18,3.97,11
EVELYN ROAD,2020Q2,3.82,3.65,3.46,11
EVELYN ROAD,2019Q1,4.76,4.34,4.04,11
EVELYN ROAD,2019Q3,4.47,3.97,3.72,11
EVELYN ROAD,2020Q1,4.06,3.88,3.74,11
EVELYN ROAD,2020Q3,3.71,3.43,3.37,11
EVELYN ROAD,2019Q2,4.54,4.38,4.18,11
EVELYN ROAD,2019Q4,3.77,3.7,3.6,11
EVELYN ROAD,2020Q4,3.72,3.6,3.53,11
TOH TUCK ROAD,2018Q1,2.08,1.87,1.82,21
