street,refPeriod,psf75,median,psf25,district
LIM TUA TOW ROAD,2019Q4,4.17,3.81,3.42,19
LIM TUA TOW ROAD,2020Q3,4.09,3.98,3.39,19
LIM TUA TOW ROAD,2020Q2,4.17,3.84,3.41,19
LIM TUA TOW ROAD,2020Q4,4.18,3.94,3.52,19
YISHUN CENTRAL 1,2020Q2,4.04,3.72,3.38,27
YISHUN CENTRAL 1,2020Q3,4.09,3.83,3.32,27
YISHUN CENTRAL 1,2019Q1,4.28,3.78,3.42,27
YISHUN CENTRAL 1,2019Q3,3.86,3.57,3.36,27
YISHUN CENTRAL 1,2020Q1,4.18,3.88,3.48,27
YISHUN CENTRAL 1,2019Q2,3.95,3.57,3.29,27
YISHUN CENTRAL 1,2019Q4,4.18,3.72,3.45,27
YISHUN CENTRAL 1,2020Q4,4.4,3.9,3.62,27
FIRST STREET,2018Q1,3.8,3.3,2.83,15
FIRST STREET,2018Q3,3.59,3.34,2.99,15
FIRST STREET,2018Q2,3.76,3.39,2.98,15
FIRST STREET,2018Q4,3.58,3.32,3.04,15
FIRST STREET,2019Q4,3.68,3.39,2.65,15
FIRST STREET,2020Q2,3.76,3.48,3.04,15
FIRST STREET,2019Q1,3.68,3.29,2.65,15
FIRST STREET,2019Q3,3.57,3.21,2.99,15
FIRST STREET,2020Q1,3.87,3.68,3.16,15
FIRST STREET,2020Q3,3.48,3.34,2.9,15
FIRST STREET,2019Q2,3.72,3.01,2.69,15
FIRST STREET,2020Q4,3.66,3.39,3.1,15
COVE DRIVE,2019Q3,3.46,3.28,3.22,04
COVE DRIVE,2020Q3,3.44,3.28,3.08,04
COVE DRIVE,2020Q4,3.62,3.46,3.01,04
DEVONSHIRE ROAD,2019Q4,5.38,4.76,4.31,09
DEVONSHIRE ROAD,2019Q3,4.8,4.36,4.15,09
UPPER SERANGOON ROAD,2018Q3,3.87,3.1,2.81,19
UPPER SERANGOON ROAD,2018Q2,3.76,3.41,3.27,19
UPPER SERANGOON ROAD,2018Q4,3.98,3.6,3.22,19
UPPER SERANGOON ROAD,2020Q2,3.85,3.46,3.18,19
UPPER SERANGOON ROAD,2020Q3,3.61,3.34,3.1,19
UPPER SERANGOON ROAD,2019Q1,3.82,3.42,3.24,19
UPPER SERANGOON ROAD,2019Q3,3.72,3.52,3.13,19
UPPER SERANGOON ROAD,2020Q1,3.84,3.56,3.34,19
UPPER SERANGOON ROAD,2019Q2,3.98,3.41,3.1,19
UPPER SERANGOON ROAD,2019Q4,4.01,3.68,3.52,19
UPPER SERANGOON ROAD,2020Q4,3.87,3.64,3.2,19
RIVER VALLEY ROAD,2020Q3,5.61,5.37,5.07,09
JERVOIS ROAD,2019Q4,4.06,3.94,3.64,10
JERVOIS ROAD,2020Q4,4.01,3.8,3.58,10
ST. THOMAS WALK,2020Q3,2.86,2.81,2.73,09
CUSCADEN WALK,2018Q1,3.98,3.83,3.66,10
CUSCADEN WALK,2018Q3,4.0,3.89,3.72,10
CUSCADEN WALK,2018Q4,3.98,3.76,3.54,10
CUSCADEN WALK,2019Q1,4.04,3.85,3.8,10
CUSCADEN WALK,2019Q3,4.2,3.98,3.85,10
CUSCADEN WALK,2020Q3,4.18,3.93,3.75,10
CUSCADEN WALK,2020Q4,3.98,3.72,3.47,10
EAST COAST ROAD,2019Q3,3.77,3.05,2.63,15
EAST COAST ROAD,2019Q4,4.57,3.73,3.07,15
EAST COAST ROAD,2020Q3,4.11,3.6,2.9,15
WILKIE ROAD,2020Q1,4.67,4.6,4.16,09
PARI DEDAP WALK,2018Q4,2.44,2.35,2.21,16
PARI DEDAP WALK,2018Q1,2.6,2.46,2.16,16
PARI DEDAP WALK,2018Q3,2.41,2.32,2.23,16
PARI DEDAP WALK,2019Q4,2.32,2.16,2.13,16
PARI DEDAP WALK,2019Q1,2.48,2.27,2.23,16
PARI DEDAP WALK,2019Q3,2.49,2.33,2.26,16
PARI DEDAP WALK,2020Q3,2.44,2.19,2.11,16
PARI DEDAP WALK,2020Q1,2.29,2.13,2.11,16
PARI DEDAP WALK,2019Q2,2.41,2.32,2.25,16
PARI DEDAP WALK,2020Q4,2.3,2.17,2.13,16
HILLVIEW TERRACE,2020Q3,3.44,3.23,2.71,23
PASIR PANJANG ROAD,2020Q2,3.93,3.03,2.81,05
PASIR PANJANG ROAD,2020Q4,4.1,3.86,3.16,05
ONTARIO AVENUE,2019Q3,2.13,1.76,1.7,20
MACKENZIE ROAD,2019Q4,4.56,4.44,3.87,09
MACKENZIE ROAD,2020Q4,4.53,3.9,3.35,09
PEGU ROAD,2019Q4,3.99,3.84,3.78,12
PEGU ROAD,2020Q4,4.04,3.84,3.73,12
MOUNT FABER ROAD,2019Q3,2.84,2.68,2.47,04
JURONG EAST AVENUE 1,2018Q1,2.4,2.23,2.09,22
JURONG EAST AVENUE 1,2018Q3,2.4,2.3,2.16,22
JURONG EAST AVENUE 1,2018Q2,2.32,2.23,2.12,22
JURONG EAST AVENUE 1,2018Q4,2.32,2.2,2.12,22
JURONG EAST AVENUE 1,2020Q3,2.4,2.28,2.18,22
JURONG EAST AVENUE 1,2020Q2,2.45,2.28,2.18,22
JURONG EAST AVENUE 1,2019Q1,2.4,2.23,2.13,22
JURONG EAST AVENUE 1,2019Q3,2.45,2.32,2.2,22
JURONG EAST AVENUE 1,2020Q1,2.45,2.34,2.17,22
JURONG EAST AVENUE 1,2019Q2,2.4,2.32,2.25,22
JURONG EAST AVENUE 1,2019Q4,2.38,2.28,2.2,22
JURONG EAST AVENUE 1,2020Q4,2.45,2.28,2.12,22
RIDLEY PARK,2018Q4,3.59,3.45,3.24,10
RIDLEY PARK,2018Q1,3.96,3.74,3.38,10
RIDLEY PARK,2018Q3,3.82,3.59,3.33,10
RIDLEY PARK,2018Q2,3.66,3.48,3.32,10
RIDLEY PARK,2019Q4,3.58,3.22,3.0,10
RIDLEY PARK,2020Q2,3.37,3.24,3.01,10
RIDLEY PARK,2019Q1,3.65,3.48,3.25,10
RIDLEY PARK,2019Q3,3.71,3.44,3.26,10
RIDLEY PARK,2020Q3,3.54,3.3,3.01,10
RIDLEY PARK,2020Q1,3.64,3.39,3.21,10
RIDLEY PARK,2019Q2,3.67,3.41,3.24,10
RIDLEY PARK,2020Q4,3.39,3.16,3.0,10
JALAN WANGI,2019Q4,2.75,2.64,2.38,13
JALAN WANGI,2019Q3,2.82,2.65,1.76,13
JALAN WANGI,2020Q3,2.81,1.88,1.68,13
CORNWALL GARDENS,2020Q3,3.67,3.34,2.77,10
CORNWALL GARDENS,2019Q3,4.97,4.32,4.14,10
CORNWALL GARDENS,2020Q1,4.08,3.93,3.41,10
KALLANG ROAD,2019Q4,3.47,3.36,3.18,12
KALLANG ROAD,2020Q1,3.51,3.46,3.29,12
KALLANG ROAD,2020Q3,3.55,3.43,3.32,12
JALAN MUTIARA,2018Q4,4.37,3.61,3.5,10
JALAN MUTIARA,2018Q1,4.26,3.88,3.52,10
JALAN MUTIARA,2018Q3,4.43,4.23,3.52,10
JALAN MUTIARA,2018Q2,4.45,3.84,3.43,10
JALAN MUTIARA,2019Q4,4.39,3.98,3.63,10
JALAN MUTIARA,2019Q1,4.27,4.0,3.56,10
JALAN MUTIARA,2019Q3,4.5,3.98,3.48,10
JALAN MUTIARA,2020Q1,4.33,3.98,3.44,10
JALAN MUTIARA,2019Q2,4.19,3.84,3.52,10
JALAN MUTIARA,2020Q4,4.04,3.89,3.47,10
DUNEARN ROAD,2018Q4,2.73,2.59,2.45,21
DUNEARN ROAD,2018Q1,3.02,2.88,2.58,21
DUNEARN ROAD,2018Q3,2.85,2.74,2.56,21
DUNEARN ROAD,2018Q2,2.92,2.74,2.65,21
DUNEARN ROAD,2019Q4,2.96,2.72,2.57,21
DUNEARN ROAD,2020Q2,2.83,2.65,2.5,21
DUNEARN ROAD,2019Q1,2.88,2.59,2.55,21
DUNEARN ROAD,2019Q3,2.67,2.61,2.53,21
DUNEARN ROAD,2020Q3,2.77,2.62,2.47,21
DUNEARN ROAD,2020Q4,2.98,2.62,2.55,21
NATHAN ROAD,2020Q2,4.58,4.22,4.13,10
NATHAN ROAD,2020Q3,4.39,4.26,4.22,10
NATHAN ROAD,2019Q3,4.56,4.42,4.22,10
NATHAN ROAD,2020Q1,4.49,4.32,4.15,10
CASHEW ROAD,2019Q3,2.09,1.96,1.82,23
WOODGROVE DRIVE,2018Q2,2.37,2.21,2.12,25
WOODGROVE DRIVE,2018Q3,2.48,2.21,2.06,25
WOODGROVE DRIVE,2019Q2,2.25,2.17,2.1,25
WOODGROVE DRIVE,2020Q2,2.1,2.04,1.87,25
WOODGROVE DRIVE,2020Q3,2.26,2.11,1.99,25
WOODGROVE DRIVE,2019Q3,2.4,2.23,2.12,25
CAVENAGH ROAD,2018Q2,4.47,3.8,3.58,09
CAVENAGH ROAD,2018Q4,3.99,3.52,3.26,09
CAVENAGH ROAD,2018Q1,4.04,3.82,3.58,09
CAVENAGH ROAD,2018Q3,4.73,4.11,3.59,09
CAVENAGH ROAD,2019Q2,4.11,3.75,3.4,09
CAVENAGH ROAD,2019Q4,3.81,3.63,3.43,09
CAVENAGH ROAD,2020Q2,4.36,3.8,3.63,09
CAVENAGH ROAD,2020Q3,4.22,3.86,3.38,09
CAVENAGH ROAD,2019Q1,4.0,3.72,3.43,09
CAVENAGH ROAD,2019Q3,4.29,3.92,3.64,09
CAVENAGH ROAD,2020Q1,4.43,3.97,3.66,09
CAVENAGH ROAD,2020Q4,3.89,3.63,3.56,09
CANBERRA DRIVE,2018Q1,2.82,2.55,2.35,27
CANBERRA DRIVE,2018Q3,2.51,2.44,2.32,27
CANBERRA DRIVE,2018Q2,2.8,2.69,2.44,27
CANBERRA DRIVE,2018Q4,3.11,2.62,2.36,27
CANBERRA DRIVE,2019Q1,2.69,2.52,2.32,27
CANBERRA DRIVE,2019Q3,2.56,2.4,2.3,27
CANBERRA DRIVE,2020Q1,2.47,2.42,2.32,27
CANBERRA DRIVE,2019Q2,2.56,2.44,2.2,27
CANBERRA DRIVE,2019Q4,2.49,2.36,2.25,27
CANBERRA DRIVE,2020Q3,2.67,2.48,2.39,27
CANBERRA DRIVE,2020Q2,2.67,2.51,2.32,27
CANBERRA DRIVE,2020Q4,2.9,2.59,2.43,27
NEWTON ROAD,2020Q2,3.37,3.16,3.02,11
MARINA BOULEVARD,2018Q1,6.04,5.61,5.2,01
MARINA BOULEVARD,2018Q3,5.82,5.38,5.04,01
MARINA BOULEVARD,2018Q2,6.22,5.76,5.45,01
MARINA BOULEVARD,2018Q4,5.84,5.63,5.1,01
MARINA BOULEVARD,2020Q2,6.16,5.7,5.38,01
MARINA BOULEVARD,2020Q3,5.69,5.35,5.07,01
MARINA BOULEVARD,2019Q1,5.77,5.35,4.95,01
MARINA BOULEVARD,2019Q3,6.08,5.52,5.15,01
MARINA BOULEVARD,2020Q1,6.03,5.75,5.33,01
MARINA BOULEVARD,2019Q2,6.13,5.63,5.35,01
MARINA BOULEVARD,2019Q4,6.05,5.57,5.31,01
MARINA BOULEVARD,2020Q4,5.84,5.33,5.05,01
SIGLAP ROAD,2018Q1,3.16,2.82,2.49,15
SIGLAP ROAD,2018Q3,3.36,2.63,2.39,15
SIGLAP ROAD,2018Q2,3.16,2.73,2.5,15
SIGLAP ROAD,2018Q4,3.23,2.66,2.4,15
SIGLAP ROAD,2020Q2,2.73,2.41,2.15,15
SIGLAP ROAD,2020Q3,2.8,2.42,2.11,15
SIGLAP ROAD,2019Q1,3.16,2.9,2.49,15
SIGLAP ROAD,2019Q3,2.99,2.56,2.28,15
SIGLAP ROAD,2020Q1,2.73,2.48,2.24,15
SIGLAP ROAD,2019Q2,3.15,2.75,2.34,15
SIGLAP ROAD,2019Q4,2.8,2.49,2.23,15
SIGLAP ROAD,2020Q4,2.73,2.36,2.14,15
PANDAN VALLEY,2018Q1,2.25,2.08,1.9,21
PANDAN VALLEY,2018Q3,2.31,2.13,1.96,21
PANDAN VALLEY,2018Q2,2.2,2.08,1.88,21
PANDAN VALLEY,2018Q4,2.22,1.99,1.84,21
PANDAN VALLEY,2020Q3,2.1,1.94,1.76,21
PANDAN VALLEY,2020Q2,2.06,1.98,1.84,21
PANDAN VALLEY,2019Q1,2.28,2.05,1.89,21
PANDAN VALLEY,2019Q3,2.4,2.15,1.98,21
PANDAN VALLEY,2020Q1,2.16,2.05,1.83,21
PANDAN VALLEY,2019Q2,2.3,2.19,2.01,21
PANDAN VALLEY,2019Q4,2.04,1.88,1.73,21
PANDAN VALLEY,2020Q4,1.99,1.88,1.72,21
DERBYSHIRE ROAD,2019Q1,4.81,4.43,4.18,11
DERBYSHIRE ROAD,2018Q4,4.74,4.55,4.26,11
DERBYSHIRE ROAD,2019Q3,4.43,4.26,3.73,11
DERBYSHIRE ROAD,2019Q2,4.57,4.29,4.06,11
DERBYSHIRE ROAD,2019Q4,4.65,4.57,4.02,11
DERBYSHIRE ROAD,2020Q4,4.3,4.26,3.99,11
TAMAN SERASI,2019Q1,3.38,2.63,2.39,10
TAMAN SERASI,2018Q2,2.86,2.63,2.46,10
TAMAN SERASI,2019Q4,3.0,2.68,2.47,10
TAMAN SERASI,2020Q3,2.77,2.48,2.19,10
TAMAN SERASI,2020Q2,2.72,2.56,2.29,10
BEDOK RESERVOIR ROAD,2018Q2,3.0,2.82,2.59,16
BEDOK RESERVOIR ROAD,2018Q4,3.02,2.74,2.57,16
BEDOK RESERVOIR ROAD,2018Q1,2.88,2.7,2.57,16
BEDOK RESERVOIR ROAD,2018Q3,2.82,2.61,2.47,16
BEDOK RESERVOIR ROAD,2019Q2,2.98,2.81,2.65,16
BEDOK RESERVOIR ROAD,2019Q4,2.89,2.68,2.61,16
BEDOK RESERVOIR ROAD,2020Q2,3.0,2.8,2.64,16
BEDOK RESERVOIR ROAD,2020Q3,2.81,2.74,2.62,16
BEDOK RESERVOIR ROAD,2019Q1,2.92,2.7,2.46,16
BEDOK RESERVOIR ROAD,2019Q3,2.84,2.71,2.63,16
BEDOK RESERVOIR ROAD,2020Q1,2.88,2.74,2.63,16
BEDOK RESERVOIR ROAD,2020Q4,2.97,2.81,2.67,16
LORONG 24 GEYLANG,2020Q1,4.15,4.0,3.82,14
HONG SAN WALK,2018Q1,2.06,1.91,1.82,23
HONG SAN WALK,2018Q3,1.99,1.91,1.85,23
HONG SAN WALK,2018Q2,2.05,1.95,1.89,23
HONG SAN WALK,2018Q4,2.07,1.97,1.86,23
HONG SAN WALK,2020Q3,2.12,2.06,2.0,23
HONG SAN WALK,2020Q2,2.05,1.96,1.89,23
HONG SAN WALK,2019Q1,2.05,1.93,1.82,23
HONG SAN WALK,2019Q3,2.07,1.99,1.93,23
HONG SAN WALK,2020Q1,2.17,1.96,1.9,23
HONG SAN WALK,2019Q2,2.14,2.04,1.9,23
HONG SAN WALK,2019Q4,2.08,1.97,1.91,23
HONG SAN WALK,2020Q4,2.08,2.01,1.91,23
SIMS DRIVE,2018Q1,4.34,4.02,3.68,14
SIMS DRIVE,2018Q3,4.59,4.13,3.76,14
SIMS DRIVE,2018Q2,4.31,3.84,3.6,14
SIMS DRIVE,2018Q4,4.71,4.32,3.92,14
SIMS DRIVE,2019Q4,4.75,4.49,3.98,14
SIMS DRIVE,2020Q2,4.41,3.92,3.62,14
SIMS DRIVE,2019Q1,4.53,4.13,3.84,14
SIMS DRIVE,2019Q3,4.72,4.23,4.0,14
SIMS DRIVE,2020Q1,4.75,4.32,3.98,14
SIMS DRIVE,2020Q3,4.53,4.05,3.82,14
SIMS DRIVE,2019Q2,4.54,4.1,3.72,14
SIMS DRIVE,2020Q4,4.65,4.21,3.9,14
MANDALAY ROAD,2020Q3,3.18,2.88,2.6,11
MANDALAY ROAD,2019Q3,3.65,3.42,3.29,11
CHIN SWEE ROAD,2018Q2,2.9,2.75,2.6,03
CHIN SWEE ROAD,2018Q4,3.2,2.72,2.49,03
CHIN SWEE ROAD,2019Q1,3.02,2.82,2.62,03
CHIN SWEE ROAD,2019Q2,2.85,2.7,2.53,03
KING ALBERT PARK,2018Q4,2.73,2.67,2.56,21
KING ALBERT PARK,2019Q3,3.11,2.86,2.54,21
CAVAN ROAD,2020Q1,5.46,4.95,4.48,08
MARINE PARADE ROAD,2018Q1,4.24,3.92,3.78,15
MARINE PARADE ROAD,2018Q3,4.23,4.01,3.8,15
MARINE PARADE ROAD,2018Q2,4.2,3.94,3.75,15
MARINE PARADE ROAD,2018Q4,4.14,3.94,3.69,15
MARINE PARADE ROAD,2019Q4,4.21,3.99,3.74,15
MARINE PARADE ROAD,2020Q2,4.32,3.99,3.88,15
MARINE PARADE ROAD,2019Q1,4.03,3.88,3.77,15
MARINE PARADE ROAD,2019Q3,4.32,3.98,3.74,15
MARINE PARADE ROAD,2020Q1,4.27,4.03,3.88,15
MARINE PARADE ROAD,2020Q3,4.06,3.93,3.77,15
MARINE PARADE ROAD,2019Q2,4.41,3.95,3.77,15
MARINE PARADE ROAD,2020Q4,4.28,4.06,3.82,15
AMBER GARDENS,2018Q1,3.55,3.26,3.12,15
AMBER GARDENS,2018Q3,3.73,3.22,3.02,15
AMBER GARDENS,2018Q2,3.65,3.28,2.96,15
AMBER GARDENS,2018Q4,4.03,3.24,3.07,15
AMBER GARDENS,2020Q2,3.64,3.32,3.14,15
AMBER GARDENS,2020Q3,3.7,3.22,3.06,15
AMBER GARDENS,2019Q1,3.49,3.18,2.98,15
AMBER GARDENS,2019Q3,3.46,3.23,3.02,15
AMBER GARDENS,2020Q1,3.55,3.3,3.1,15
AMBER GARDENS,2019Q2,3.44,3.15,3.05,15
AMBER GARDENS,2019Q4,3.44,3.22,3.1,15
AMBER GARDENS,2020Q4,3.55,3.34,3.02,15
KELLOCK ROAD,2018Q3,3.42,3.35,3.27,10
KELLOCK ROAD,2018Q2,3.77,3.48,3.23,10
KELLOCK ROAD,2018Q4,3.55,3.48,3.41,10
KELLOCK ROAD,2020Q2,3.57,3.48,3.42,10
KELLOCK ROAD,2019Q1,3.64,3.53,3.42,10
KELLOCK ROAD,2019Q3,3.57,3.53,3.22,10
KELLOCK ROAD,2019Q2,3.74,3.63,3.48,10
KELLOCK ROAD,2019Q4,3.67,3.56,3.4,10
KELLOCK ROAD,2020Q4,3.55,3.51,3.42,10
RIVER VALLEY CLOSE,2018Q3,4.51,4.17,3.61,09
RIVER VALLEY CLOSE,2018Q2,5.45,4.77,4.03,09
RIVER VALLEY CLOSE,2019Q4,4.8,4.3,4.03,09
RIVER VALLEY CLOSE,2020Q2,4.8,4.0,3.8,09
RIVER VALLEY CLOSE,2019Q1,5.0,4.06,3.76,09
RIVER VALLEY CLOSE,2019Q3,4.6,4.21,3.81,09
RIVER VALLEY CLOSE,2020Q3,4.49,4.0,3.62,09
RIVER VALLEY CLOSE,2020Q1,4.7,3.81,3.69,09
RIVER VALLEY CLOSE,2019Q2,5.0,4.23,3.65,09
RIVER VALLEY CLOSE,2020Q4,4.78,4.13,3.87,09
AH HOOD ROAD,2019Q1,3.95,3.24,2.78,12
AH HOOD ROAD,2018Q3,3.76,3.12,2.92,12
AH HOOD ROAD,2018Q2,3.76,2.96,2.81,12
AH HOOD ROAD,2018Q4,3.95,3.1,2.51,12
AH HOOD ROAD,2019Q3,3.95,3.66,2.89,12
AH HOOD ROAD,2019Q2,3.95,3.17,2.87,12
AH HOOD ROAD,2019Q4,3.7,3.24,3.04,12
AH HOOD ROAD,2020Q3,3.56,3.02,2.68,12
AH HOOD ROAD,2020Q2,3.95,3.95,3.4,12
AH HOOD ROAD,2020Q4,3.88,3.47,2.85,12
ARDMORE PARK,2019Q3,7.09,6.47,6.24,10
ARDMORE PARK,2020Q3,6.28,5.96,5.74,10
UPPER THOMSON ROAD,2018Q1,2.68,2.18,1.86,26
UPPER THOMSON ROAD,2018Q3,2.51,2.18,2.07,26
UPPER THOMSON ROAD,2018Q2,2.99,2.68,2.18,26
UPPER THOMSON ROAD,2018Q4,2.47,2.19,1.69,26
UPPER THOMSON ROAD,2020Q2,2.88,2.44,2.13,26
UPPER THOMSON ROAD,2020Q3,2.6,2.21,2.09,26
UPPER THOMSON ROAD,2019Q1,2.56,2.09,1.91,26
UPPER THOMSON ROAD,2019Q3,2.33,2.19,2.08,26
UPPER THOMSON ROAD,2020Q1,2.25,2.03,1.94,26
UPPER THOMSON ROAD,2019Q2,2.76,2.3,2.13,26
UPPER THOMSON ROAD,2019Q4,2.42,2.1,1.96,26
UPPER THOMSON ROAD,2020Q4,2.33,2.19,1.97,26
GRANGE GARDEN,2019Q4,3.91,3.65,3.45,10
GRANGE GARDEN,2020Q3,3.76,3.66,3.44,10
GRANGE GARDEN,2020Q1,3.92,3.66,3.45,10
GRANGE GARDEN,2020Q4,3.69,3.54,3.46,10
JALAN DAUD,2018Q3,2.38,2.38,2.3,14
JALAN DAUD,2020Q4,2.15,2.12,2.06,14
WILKIE TERRACE,2019Q3,5.75,5.53,5.25,09
WILKIE TERRACE,2019Q4,5.49,4.57,4.01,09
WILKIE TERRACE,2020Q4,5.42,4.99,4.12,09
PAYA LEBAR ROAD,2020Q2,3.51,3.17,2.87,14
PAYA LEBAR ROAD,2020Q3,4.15,3.74,3.17,14
PAYA LEBAR ROAD,2019Q3,5.5,3.42,2.51,14
PAYA LEBAR ROAD,2020Q1,5.04,3.9,3.2,14
PAYA LEBAR ROAD,2019Q4,4.34,3.55,2.9,14
PAYA LEBAR ROAD,2020Q4,4.4,3.35,2.98,14
DUNEARN ROAD,2018Q1,3.37,3.32,3.18,21
DUNEARN ROAD,2018Q3,3.52,3.38,3.13,21
DUNEARN ROAD,2018Q2,3.39,3.3,3.04,21
DUNEARN ROAD,2018Q4,3.4,3.31,3.13,21
DUNEARN ROAD,2019Q1,3.42,3.37,3.31,21
DUNEARN ROAD,2019Q3,3.34,3.22,3.09,21
DUNEARN ROAD,2020Q1,3.26,3.18,3.01,21
DUNEARN ROAD,2019Q2,3.51,3.39,3.3,21
DUNEARN ROAD,2019Q4,3.26,3.18,3.09,21
DUNEARN ROAD,2020Q4,3.29,3.22,3.14,21
DUNEARN ROAD,2018Q3,3.53,3.34,2.91,21
DUNEARN ROAD,2018Q2,3.4,3.33,3.19,21
DUNEARN ROAD,2019Q3,3.26,3.06,2.89,21
DUNEARN ROAD,2019Q2,3.55,3.32,3.12,21
DUNEARN ROAD,2020Q3,3.29,3.11,3.0,21
DUNEARN ROAD,2020Q2,3.32,3.21,3.09,21
DUNEARN ROAD,2020Q4,3.16,3.1,3.05,21
ST. PATRICK'S ROAD,2018Q2,2.82,2.29,2.08,15
HILLVIEW AVENUE,2018Q1,2.23,2.1,1.97,23
HILLVIEW AVENUE,2018Q3,2.48,2.41,2.05,23
HILLVIEW AVENUE,2018Q2,2.35,2.23,2.08,23
HILLVIEW AVENUE,2019Q4,2.12,2.09,1.98,23
HILLVIEW AVENUE,2020Q3,2.09,2.0,1.81,23
HILLVIEW AVENUE,2019Q3,2.3,2.16,2.07,23
HILLVIEW AVENUE,2020Q1,2.2,2.03,1.91,23
HILLVIEW AVENUE,2019Q2,2.39,2.27,2.12,23
JALAN RAJA UDANG,2018Q4,2.86,2.82,2.58,12
JALAN RAJA UDANG,2018Q1,2.86,2.67,2.67,12
JALAN RAJA UDANG,2018Q3,2.94,2.84,2.55,12
JALAN RAJA UDANG,2018Q2,2.84,2.68,2.58,12
JALAN RAJA UDANG,2019Q4,2.8,2.69,2.66,12
JALAN RAJA UDANG,2019Q1,2.89,2.75,2.62,12
JALAN RAJA UDANG,2019Q3,2.85,2.84,2.68,12
JALAN RAJA UDANG,2020Q3,2.87,2.83,2.66,12
JALAN RAJA UDANG,2020Q1,3.0,2.79,2.67,12
JALAN RAJA UDANG,2019Q2,2.88,2.84,2.68,12
JALAN RAJA UDANG,2020Q4,2.84,2.72,2.65,12
JALAN MERLIMAU,2019Q3,3.09,3.06,2.98,11
JALAN MERLIMAU,2020Q4,3.15,2.98,2.88,11
SCOTTS ROAD,2018Q4,5.87,4.95,4.79,09
SCOTTS ROAD,2018Q1,6.6,6.19,5.72,09
SCOTTS ROAD,2018Q3,5.92,5.32,4.86,09
SCOTTS ROAD,2018Q2,6.35,5.11,4.77,09
SCOTTS ROAD,2019Q4,6.93,5.82,5.17,09
SCOTTS ROAD,2020Q2,5.78,5.2,4.81,09
SCOTTS ROAD,2019Q1,6.22,5.75,5.54,09
SCOTTS ROAD,2019Q3,6.19,5.29,5.01,09
SCOTTS ROAD,2020Q1,6.93,5.96,5.61,09
SCOTTS ROAD,2020Q3,6.54,5.5,4.97,09
SCOTTS ROAD,2019Q2,6.93,5.4,4.94,09
SCOTTS ROAD,2020Q4,5.51,5.15,4.69,09
KIM YAM ROAD,2018Q4,4.31,3.8,3.38,09
KIM YAM ROAD,2018Q1,4.01,3.55,3.36,09
KIM YAM ROAD,2019Q2,3.82,3.75,3.64,09
KIM YAM ROAD,2020Q2,4.32,4.12,3.8,09
KIM YAM ROAD,2019Q1,4.36,4.05,3.68,09
KIM YAM ROAD,2019Q3,4.0,3.83,3.61,09
KIM YAM ROAD,2020Q1,4.27,3.81,3.66,09
KIM YAM ROAD,2020Q4,3.94,3.79,3.69,09
EWE BOON ROAD,2018Q3,2.89,2.74,2.64,10
EWE BOON ROAD,2018Q4,2.96,2.89,2.81,10
EWE BOON ROAD,2020Q3,2.83,2.78,2.68,10
EWE BOON ROAD,2020Q4,2.85,2.79,2.69,10
THOMSON LANE,2018Q1,3.52,3.35,3.17,11
THOMSON LANE,2018Q3,3.5,3.37,3.3,11
THOMSON LANE,2018Q4,3.46,3.37,3.21,11
THOMSON LANE,2019Q4,3.51,3.3,3.09,11
THOMSON LANE,2019Q1,3.59,3.36,3.26,11
THOMSON LANE,2020Q3,3.43,3.35,3.25,11
THOMSON LANE,2019Q3,3.52,3.45,3.3,11
THOMSON LANE,2020Q1,3.56,3.51,3.39,11
THOMSON LANE,2020Q4,3.39,3.3,3.18,11
MAKEWAY AVENUE,2018Q1,4.53,4.11,3.85,09
MAKEWAY AVENUE,2018Q3,4.13,3.81,3.57,09
MAKEWAY AVENUE,2018Q4,4.97,4.43,3.79,09
MAKEWAY AVENUE,2020Q3,4.59,3.72,3.5,09
MAKEWAY AVENUE,2019Q1,4.32,4.11,3.85,09
MAKEWAY AVENUE,2019Q3,4.56,3.85,3.44,09
MAKEWAY AVENUE,2020Q1,4.75,4.19,3.75,09
MAKEWAY AVENUE,2019Q4,4.99,4.84,4.23,09
MAKEWAY AVENUE,2020Q4,4.64,4.0,3.38,09
MARINE PARADE ROAD,2018Q1,3.47,3.31,3.1,15
MARINE PARADE ROAD,2018Q3,3.52,3.35,3.13,15
MARINE PARADE ROAD,2018Q2,3.43,3.23,3.05,15
MARINE PARADE ROAD,2018Q4,3.43,3.2,3.08,15
MARINE PARADE ROAD,2019Q1,3.42,3.13,3.01,15
MARINE PARADE ROAD,2019Q3,3.42,3.25,3.04,15
MARINE PARADE ROAD,2020Q1,3.43,3.3,2.98,15
MARINE PARADE ROAD,2019Q2,3.45,3.22,3.04,15
MARINE PARADE ROAD,2019Q4,3.34,3.15,3.03,15
MARINE PARADE ROAD,2020Q3,3.21,3.07,2.88,15
MARINE PARADE ROAD,2020Q2,3.39,3.18,3.05,15
MARINE PARADE ROAD,2020Q4,3.29,3.07,2.94,15
TANAH MERAH KECHIL ROAD,2018Q1,2.54,2.45,2.39,16
TANAH MERAH KECHIL ROAD,2018Q3,2.58,2.49,2.39,16
TANAH MERAH KECHIL ROAD,2018Q2,2.73,2.58,2.49,16
TANAH MERAH KECHIL ROAD,2018Q4,2.74,2.46,2.39,16
TANAH MERAH KECHIL ROAD,2019Q1,2.64,2.57,2.43,16
TANAH MERAH KECHIL ROAD,2019Q3,2.62,2.48,2.41,16
