street,refPeriod,psf75,median,psf25,district,project,x,y
BRIGHT HILL DRIVE,2019Q2,3.53,3.14,2.87,20,THOMSON THREE,-1,-1
BRIGHT HILL DRIVE,2020Q4,3.52,3.14,2.92,20,THOMSON THREE,-1,-1
PINE GROVE,2018Q3,2.63,2.62,2.42,21,ASTOR GREEN,-1,-1
PINE GROVE,2019Q3,2.76,2.6,2.4,21,ASTOR GREEN,-1,-1
PINE GROVE,2020Q3,2.67,2.44,2.32,21,ASTOR GREEN,-1,-1
SIMEI STREET 3,2018Q1,4.2,3.57,3.26,18,MY MANHATTAN,-1,-1
SIMEI STREET 3,2018Q3,4.02,3.44,3.13,18,MY MANHATTAN,-1,-1
SIMEI STREET 3,2018Q2,3.95,3.28,3.11,18,MY MANHATTAN,-1,-1
SIMEI STREET 3,2018Q4,3.8,3.36,3.13,18,MY MANHATTAN,-1,-1
SIMEI STREET 3,2020Q2,3.84,3.28,3.0,18,MY MANHATTAN,-1,-1
SIMEI STREET 3,2020Q3,3.93,3.44,3.17,18,MY MANHATTAN,-1,-1
SIMEI STREET 3,2019Q1,3.84,3.31,3.16,18,MY MANHATTAN,-1,-1
SIMEI STREET 3,2019Q3,4.27,3.83,3.29,18,MY MANHATTAN,-1,-1
SIMEI STREET 3,2020Q1,3.93,3.53,3.17,18,MY MANHATTAN,-1,-1
SIMEI STREET 3,2019Q2,3.93,3.34,3.14,18,MY MANHATTAN,-1,-1
SIMEI STREET 3,2019Q4,3.9,3.44,3.2,18,MY MANHATTAN,-1,-1
SIMEI STREET 3,2020Q4,3.8,3.25,3.08,18,MY MANHATTAN,-1,-1
MEYAPPA CHETTIAR ROAD,2019Q4,5.13,4.75,3.97,13,THE POIZ RESIDENCES,-1,-1
MEYAPPA CHETTIAR ROAD,2020Q2,5.09,4.82,4.49,13,THE POIZ RESIDENCES,-1,-1
MEYAPPA CHETTIAR ROAD,2019Q1,4.76,4.46,4.06,13,THE POIZ RESIDENCES,-1,-1
MEYAPPA CHETTIAR ROAD,2020Q3,5.0,4.59,4.21,13,THE POIZ RESIDENCES,-1,-1
MEYAPPA CHETTIAR ROAD,2019Q3,5.08,4.76,4.39,13,THE POIZ RESIDENCES,-1,-1
MEYAPPA CHETTIAR ROAD,2020Q1,5.1,4.76,4.34,13,THE POIZ RESIDENCES,-1,-1
MEYAPPA CHETTIAR ROAD,2019Q2,4.96,4.65,4.18,13,THE POIZ RESIDENCES,-1,-1
MEYAPPA CHETTIAR ROAD,2020Q4,4.76,4.65,4.3,13,THE POIZ RESIDENCES,-1,-1
JALAN MASJID,2019Q3,4.3,3.91,3.43,14,KEMBANGAN SUITES,-1,-1
JALAN MASJID,2020Q1,4.16,3.89,3.7,14,KEMBANGAN SUITES,-1,-1
JALAN HAJIJAH,2019Q3,2.46,2.34,2.25,16,LAGUNA GREEN,-1,-1
OXFORD ROAD,2019Q1,2.82,2.71,2.57,08,KENTISH GREEN,-1,-1
DAKOTA CRESCENT,2018Q2,4.65,4.31,3.8,14,WATERBANK AT DAKOTA,-1,-1
DAKOTA CRESCENT,2018Q4,4.54,4.13,3.77,14,WATERBANK AT DAKOTA,-1,-1
DAKOTA CRESCENT,2018Q1,4.65,3.97,3.72,14,WATERBANK AT DAKOTA,-1,-1
DAKOTA CRESCENT,2018Q3,4.54,4.11,3.69,14,WATERBANK AT DAKOTA,-1,-1
DAKOTA CRESCENT,2019Q4,4.65,4.13,3.82,14,WATERBANK AT DAKOTA,-1,-1
DAKOTA CRESCENT,2020Q2,4.8,4.4,3.74,14,WATERBANK AT DAKOTA,-1,-1
DAKOTA CRESCENT,2020Q3,4.58,3.91,3.66,14,WATERBANK AT DAKOTA,-1,-1
DAKOTA CRESCENT,2019Q1,4.65,4.08,3.77,14,WATERBANK AT DAKOTA,-1,-1
DAKOTA CRESCENT,2019Q3,4.75,4.05,3.63,14,WATERBANK AT DAKOTA,-1,-1
DAKOTA CRESCENT,2020Q1,4.44,3.98,3.74,14,WATERBANK AT DAKOTA,-1,-1
DAKOTA CRESCENT,2019Q2,4.8,4.17,3.75,14,WATERBANK AT DAKOTA,-1,-1
DAKOTA CRESCENT,2020Q4,4.57,4.1,3.71,14,WATERBANK AT DAKOTA,-1,-1
TAMPINES STREET 86,2018Q4,3.32,3.22,3.03,18,THE SANTORINI,-1,-1
TAMPINES STREET 86,2018Q1,3.22,3.11,2.94,18,THE SANTORINI,-1,-1
TAMPINES STREET 86,2018Q3,3.56,3.41,3.08,18,THE SANTORINI,-1,-1
TAMPINES STREET 86,2018Q2,3.56,3.27,3.13,18,THE SANTORINI,-1,-1
TAMPINES STREET 86,2019Q4,3.41,3.22,2.94,18,THE SANTORINI,-1,-1
TAMPINES STREET 86,2020Q2,3.55,3.35,2.68,18,THE SANTORINI,-1,-1
TAMPINES STREET 86,2019Q1,3.23,3.13,3.03,18,THE SANTORINI,-1,-1
TAMPINES STREET 86,2019Q3,3.41,3.32,2.84,18,THE SANTORINI,-1,-1
TAMPINES STREET 86,2020Q1,3.66,3.21,2.65,18,THE SANTORINI,-1,-1
TAMPINES STREET 86,2020Q3,3.51,3.41,3.22,18,THE SANTORINI,-1,-1
TAMPINES STREET 86,2019Q2,3.67,3.41,2.96,18,THE SANTORINI,-1,-1
TAMPINES STREET 86,2020Q4,3.6,3.32,3.13,18,THE SANTORINI,-1,-1
LORONG 39 GEYLANG,2019Q3,4.41,3.86,3.27,14,D'WEAVE,-1,-1
LORONG 39 GEYLANG,2020Q3,4.37,3.95,3.72,14,D'WEAVE,-1,-1
LORONG 39 GEYLANG,2020Q2,4.21,3.91,3.6,14,D'WEAVE,-1,-1
LORONG 39 GEYLANG,2020Q4,4.22,3.83,3.64,14,D'WEAVE,-1,-1
MACKENZIE ROAD,2020Q1,3.45,3.14,2.77,09,PARC MACKENZIE,-1,-1
JALAN ANAK BUKIT,2018Q3,2.54,2.2,2.11,21,SHERWOOD TOWER,-1,-1
JALAN ANAK BUKIT,2018Q4,2.78,2.54,2.31,21,SHERWOOD TOWER,-1,-1
JALAN ANAK BUKIT,2019Q3,2.8,2.29,2.07,21,SHERWOOD TOWER,-1,-1
JALAN ANAK BUKIT,2020Q3,2.03,1.81,1.67,21,SHERWOOD TOWER,-1,-1
JALAN ANAK BUKIT,2019Q2,2.64,2.23,2.03,21,SHERWOOD TOWER,-1,-1
JALAN ANAK BUKIT,2020Q4,2.32,1.92,1.78,21,SHERWOOD TOWER,-1,-1
ORANGE GROVE ROAD,2020Q3,3.66,3.36,3.23,10,THE ORANGE GROVE,-1,-1
JALAN PELIKAT,2018Q4,3.59,3.47,2.57,19,THE PROMENADE@PELIKAT,-1,-1
JALAN PELIKAT,2018Q1,3.76,3.3,2.48,19,THE PROMENADE@PELIKAT,-1,-1
JALAN PELIKAT,2018Q3,3.54,3.38,3.19,19,THE PROMENADE@PELIKAT,-1,-1
JALAN PELIKAT,2018Q2,3.59,3.38,2.71,19,THE PROMENADE@PELIKAT,-1,-1
JALAN PELIKAT,2019Q4,3.68,3.51,2.39,19,THE PROMENADE@PELIKAT,-1,-1
JALAN PELIKAT,2020Q2,3.61,3.5,3.15,19,THE PROMENADE@PELIKAT,-1,-1
JALAN PELIKAT,2019Q1,3.76,3.51,3.1,19,THE PROMENADE@PELIKAT,-1,-1
JALAN PELIKAT,2020Q3,3.76,3.5,2.53,19,THE PROMENADE@PELIKAT,-1,-1
JALAN PELIKAT,2019Q3,3.54,3.51,2.97,19,THE PROMENADE@PELIKAT,-1,-1
JALAN PELIKAT,2020Q1,3.7,3.54,3.21,19,THE PROMENADE@PELIKAT,-1,-1
JALAN PELIKAT,2019Q2,3.61,3.2,2.64,19,THE PROMENADE@PELIKAT,-1,-1
JALAN PELIKAT,2020Q4,3.68,3.47,2.5,19,THE PROMENADE@PELIKAT,-1,-1
LORONG 26 GEYLANG,2018Q3,3.97,3.84,3.6,14,REZI 26,-1,-1
LORONG 26 GEYLANG,2018Q2,4.04,3.59,3.27,14,REZI 26,-1,-1
LORONG 26 GEYLANG,2018Q4,4.09,3.85,3.26,14,REZI 26,-1,-1
LORONG 26 GEYLANG,2020Q2,3.95,3.72,3.59,14,REZI 26,-1,-1
LORONG 26 GEYLANG,2019Q1,4.08,3.63,3.13,14,REZI 26,-1,-1
LORONG 26 GEYLANG,2019Q3,4.07,3.92,3.61,14,REZI 26,-1,-1
LORONG 26 GEYLANG,2020Q1,4.0,3.53,3.14,14,REZI 26,-1,-1
LORONG 26 GEYLANG,2020Q3,3.98,3.87,3.48,14,REZI 26,-1,-1
LORONG 26 GEYLANG,2019Q2,3.85,3.66,3.47,14,REZI 26,-1,-1
LORONG 26 GEYLANG,2019Q4,3.82,3.32,3.1,14,REZI 26,-1,-1
LORONG 26 GEYLANG,2020Q4,4.09,3.53,3.27,14,REZI 26,-1,-1
SUFFOLK ROAD,2019Q4,3.82,3.51,3.18,11,LUCIDA,-1,-1
ROBIN ROAD,2019Q3,5.36,5.2,4.97,10,ROBIN SUITES,-1,-1
ROBIN ROAD,2020Q1,5.59,5.4,5.3,10,ROBIN SUITES,-1,-1
ROBIN ROAD,2020Q4,5.29,5.19,4.97,10,ROBIN SUITES,-1,-1
TAMPINES AVENUE 1,2018Q3,2.41,2.32,2.19,18,THE TROPICA,-1,-1
TAMPINES AVENUE 1,2018Q2,2.51,2.39,2.28,18,THE TROPICA,-1,-1
TAMPINES AVENUE 1,2020Q2,2.42,2.29,2.19,18,THE TROPICA,-1,-1
TAMPINES AVENUE 1,2019Q1,2.3,2.24,2.19,18,THE TROPICA,-1,-1
TAMPINES AVENUE 1,2019Q3,2.41,2.29,2.2,18,THE TROPICA,-1,-1
TAMPINES AVENUE 1,2020Q3,2.45,2.34,2.2,18,THE TROPICA,-1,-1
TAMPINES AVENUE 1,2020Q4,2.35,2.24,2.17,18,THE TROPICA,-1,-1
TANAH MERAH KECHIL LINK,2018Q4,3.97,3.52,3.26,16,URBAN VISTA,-1,-1
TANAH MERAH KECHIL LINK,2018Q1,4.19,3.83,3.42,16,URBAN VISTA,-1,-1
TANAH MERAH KECHIL LINK,2018Q3,4.08,3.58,3.32,16,URBAN VISTA,-1,-1
TANAH MERAH KECHIL LINK,2018Q2,4.08,3.74,3.31,16,URBAN VISTA,-1,-1
TANAH MERAH KECHIL LINK,2019Q4,4.08,3.64,3.28,16,URBAN VISTA,-1,-1
TANAH MERAH KECHIL LINK,2020Q2,4.08,3.52,3.19,16,URBAN VISTA,-1,-1
TANAH MERAH KECHIL LINK,2020Q3,4.08,3.57,3.14,16,URBAN VISTA,-1,-1
TANAH MERAH KECHIL LINK,2019Q1,3.88,3.63,3.21,16,URBAN VISTA,-1,-1
TANAH MERAH KECHIL LINK,2019Q3,4.08,3.62,3.22,16,URBAN VISTA,-1,-1
TANAH MERAH KECHIL LINK,2020Q1,4.03,3.73,3.52,16,URBAN VISTA,-1,-1
TANAH MERAH KECHIL LINK,2019Q2,4.01,3.64,3.14,16,URBAN VISTA,-1,-1
TANAH MERAH KECHIL LINK,2020Q4,4.02,3.57,3.19,16,URBAN VISTA,-1,-1
NEWTON ROAD,2018Q1,6.13,5.77,5.48,11,NEWTON SUITES,-1,-1
NEWTON ROAD,2018Q3,5.84,5.55,5.27,11,NEWTON SUITES,-1,-1
NEWTON ROAD,2018Q2,6.0,5.69,5.51,11,NEWTON SUITES,-1,-1
NEWTON ROAD,2018Q4,5.7,5.27,5.03,11,NEWTON SUITES,-1,-1
NEWTON ROAD,2020Q2,4.86,4.63,4.52,11,NEWTON SUITES,-1,-1
NEWTON ROAD,2019Q3,5.7,5.38,4.85,11,NEWTON SUITES,-1,-1
NEWTON ROAD,2019Q2,6.15,5.89,5.41,11,NEWTON SUITES,-1,-1
NEWTON ROAD,2019Q4,5.43,4.95,4.59,11,NEWTON SUITES,-1,-1
TELOK BLANGAH ROAD,2018Q1,3.55,3.41,3.1,04,HARBOURLIGHTS,-1,-1
TELOK BLANGAH ROAD,2018Q3,3.35,3.14,2.86,04,HARBOURLIGHTS,-1,-1
TELOK BLANGAH ROAD,2018Q2,3.48,3.22,2.94,04,HARBOURLIGHTS,-1,-1
TELOK BLANGAH ROAD,2018Q4,3.51,3.16,2.92,04,HARBOURLIGHTS,-1,-1
TELOK BLANGAH ROAD,2019Q1,3.42,3.12,3.04,04,HARBOURLIGHTS,-1,-1
TELOK BLANGAH ROAD,2019Q3,3.57,3.32,3.03,04,HARBOURLIGHTS,-1,-1
TELOK BLANGAH ROAD,2020Q1,3.39,3.25,2.98,04,HARBOURLIGHTS,-1,-1
TELOK BLANGAH ROAD,2019Q2,3.44,3.08,2.73,04,HARBOURLIGHTS,-1,-1
TELOK BLANGAH ROAD,2019Q4,3.35,3.12,3.02,04,HARBOURLIGHTS,-1,-1
TELOK BLANGAH ROAD,2020Q3,3.37,3.12,2.9,04,HARBOURLIGHTS,-1,-1
TELOK BLANGAH ROAD,2020Q2,3.32,3.07,2.79,04,HARBOURLIGHTS,-1,-1
TELOK BLANGAH ROAD,2020Q4,3.36,3.23,3.06,04,HARBOURLIGHTS,-1,-1
MEYER ROAD,2018Q4,3.64,3.32,3.12,15,THE BELVEDERE,-1,-1
MEYER ROAD,2018Q1,3.28,3.16,2.99,15,THE BELVEDERE,-1,-1
MEYER ROAD,2018Q3,3.63,3.43,2.96,15,THE BELVEDERE,-1,-1
MEYER ROAD,2018Q2,3.88,3.33,3.22,15,THE BELVEDERE,-1,-1
MEYER ROAD,2019Q4,3.03,2.92,2.85,15,THE BELVEDERE,-1,-1
MEYER ROAD,2019Q3,3.67,3.43,3.08,15,THE BELVEDERE,-1,-1
MEYER ROAD,2020Q3,3.17,3.07,2.89,15,THE BELVEDERE,-1,-1
MEYER ROAD,2020Q1,3.21,3.07,2.93,15,THE BELVEDERE,-1,-1
MEYER ROAD,2019Q2,3.6,3.35,3.24,15,THE BELVEDERE,-1,-1
MEYER ROAD,2020Q4,3.13,2.98,2.85,15,THE BELVEDERE,-1,-1
GEYLANG ROAD,2020Q2,4.3,4.05,3.04,14,LE REGAL,-1,-1
GEYLANG ROAD,2020Q3,4.37,4.2,3.95,14,LE REGAL,-1,-1
GEYLANG ROAD,2019Q3,4.37,3.96,3.8,14,LE REGAL,-1,-1
GEYLANG ROAD,2020Q1,3.88,3.68,3.3,14,LE REGAL,-1,-1
GEYLANG ROAD,2019Q4,4.01,3.81,2.93,14,LE REGAL,-1,-1
GEYLANG ROAD,2020Q4,4.1,3.8,2.95,14,LE REGAL,-1,-1
FLORA ROAD,2018Q3,2.24,1.84,1.65,17,AVILA GARDENS,-1,-1
FLORA ROAD,2018Q1,2.07,2.02,1.84,17,AVILA GARDENS,-1,-1
FLORA ROAD,2019Q1,2.24,2.02,1.73,17,AVILA GARDENS,-1,-1
FLORA ROAD,2018Q2,2.46,2.02,1.64,17,AVILA GARDENS,-1,-1
FLORA ROAD,2018Q4,2.24,1.84,1.66,17,AVILA GARDENS,-1,-1
FLORA ROAD,2019Q3,2.03,1.86,1.7,17,AVILA GARDENS,-1,-1
FLORA ROAD,2020Q1,2.06,1.89,1.78,17,AVILA GARDENS,-1,-1
FLORA ROAD,2019Q2,2.46,1.92,1.68,17,AVILA GARDENS,-1,-1
FLORA ROAD,2019Q4,2.17,1.91,1.77,17,AVILA GARDENS,-1,-1
FLORA ROAD,2020Q2,2.03,1.99,1.63,17,AVILA GARDENS,-1,-1
FLORA ROAD,2020Q4,2.03,1.9,1.76,17,AVILA GARDENS,-1,-1
ROSEWOOD DRIVE,2018Q1,3.6,3.26,2.77,25,PARC ROSEWOOD,-1,-1
ROSEWOOD DRIVE,2018Q3,3.48,3.16,2.99,25,PARC ROSEWOOD,-1,-1
ROSEWOOD DRIVE,2018Q2,3.48,3.36,2.84,25,PARC ROSEWOOD,-1,-1
ROSEWOOD DRIVE,2018Q4,3.6,3.25,2.65,25,PARC ROSEWOOD,-1,-1
ROSEWOOD DRIVE,2020Q3,3.48,3.27,2.95,25,PARC ROSEWOOD,-1,-1
ROSEWOOD DRIVE,2020Q2,3.48,3.37,2.91,25,PARC ROSEWOOD,-1,-1
ROSEWOOD DRIVE,2019Q1,3.51,3.31,2.92,25,PARC ROSEWOOD,-1,-1
ROSEWOOD DRIVE,2019Q3,3.48,3.16,2.78,25,PARC ROSEWOOD,-1,-1
ROSEWOOD DRIVE,2020Q1,3.6,3.36,2.95,25,PARC ROSEWOOD,-1,-1
ROSEWOOD DRIVE,2019Q2,3.48,3.48,2.99,25,PARC ROSEWOOD,-1,-1
ROSEWOOD DRIVE,2019Q4,3.48,3.37,2.98,25,PARC ROSEWOOD,-1,-1
ROSEWOOD DRIVE,2020Q4,3.72,3.48,3.16,25,PARC ROSEWOOD,-1,-1
SHENTON WAY,2018Q1,4.85,4.29,3.86,01,ONE SHENTON,-1,-1
SHENTON WAY,2018Q3,5.16,4.24,3.91,01,ONE SHENTON,-1,-1
SHENTON WAY,2018Q2,5.53,4.55,4.22,01,ONE SHENTON,-1,-1
SHENTON WAY,2018Q4,5.51,4.4,4.0,01,ONE SHENTON,-1,-1
SHENTON WAY,2020Q2,5.46,4.55,4.09,01,ONE SHENTON,-1,-1
SHENTON WAY,2020Q3,5.05,4.28,4.0,01,ONE SHENTON,-1,-1
SHENTON WAY,2019Q1,5.41,4.55,4.08,01,ONE SHENTON,-1,-1
SHENTON WAY,2019Q3,5.68,4.69,4.06,01,ONE SHENTON,-1,-1
SHENTON WAY,2020Q1,4.93,4.49,3.93,01,ONE SHENTON,-1,-1
SHENTON WAY,2019Q2,5.36,4.65,4.22,01,ONE SHENTON,-1,-1
SHENTON WAY,2019Q4,5.7,4.48,4.17,01,ONE SHENTON,-1,-1
SHENTON WAY,2020Q4,5.12,4.28,3.94,01,ONE SHENTON,-1,-1
MOUNT SINAI DRIVE,2019Q3,3.29,2.97,2.92,10,MONTVIEW,-1,-1
MOUNT SINAI DRIVE,2019Q4,3.24,3.15,2.85,10,MONTVIEW,-1,-1
SELETAR ROAD,2018Q4,2.93,2.74,2.55,28,THE GREENWICH,-1,-1
SELETAR ROAD,2018Q1,2.82,2.61,2.43,28,THE GREENWICH,-1,-1
SELETAR ROAD,2018Q3,2.92,2.74,2.6,28,THE GREENWICH,-1,-1
SELETAR ROAD,2018Q2,2.93,2.8,2.49,28,THE GREENWICH,-1,-1
SELETAR ROAD,2019Q4,2.99,2.82,2.64,28,THE GREENWICH,-1,-1
SELETAR ROAD,2020Q2,3.06,2.87,2.56,28,THE GREENWICH,-1,-1
SELETAR ROAD,2019Q1,2.9,2.72,2.51,28,THE GREENWICH,-1,-1
SELETAR ROAD,2019Q3,2.99,2.82,2.6,28,THE GREENWICH,-1,-1
SELETAR ROAD,2020Q3,3.04,2.86,2.61,28,THE GREENWICH,-1,-1
SELETAR ROAD,2020Q1,2.9,2.73,2.55,28,THE GREENWICH,-1,-1
SELETAR ROAD,2019Q2,2.92,2.76,2.57,28,THE GREENWICH,-1,-1
SELETAR ROAD,2020Q4,3.03,2.82,2.61,28,THE GREENWICH,-1,-1
BEATTY ROAD,2019Q4,5.53,5.01,4.57,08,STURDEE RESIDENCES,-1,-1
BEATTY ROAD,2019Q3,5.31,4.84,4.66,08,STURDEE RESIDENCES,-1,-1
BEATTY ROAD,2020Q3,5.57,5.18,4.64,08,STURDEE RESIDENCES,-1,-1
BEATTY ROAD,2020Q1,5.96,5.48,4.91,08,STURDEE RESIDENCES,-1,-1
BEATTY ROAD,2020Q4,5.48,4.97,4.72,08,STURDEE RESIDENCES,-1,-1
MINBU ROAD,2018Q3,3.94,3.59,3.42,11,MONTEBLEU,-1,-1
MINBU ROAD,2020Q3,3.89,3.52,3.35,11,MONTEBLEU,-1,-1
MINBU ROAD,2019Q1,3.96,3.58,3.33,11,MONTEBLEU,-1,-1
MINBU ROAD,2019Q3,3.81,3.47,3.32,11,MONTEBLEU,-1,-1
MINBU ROAD,2019Q2,3.68,3.51,3.42,11,MONTEBLEU,-1,-1
MINBU ROAD,2019Q4,3.96,3.66,3.48,11,MONTEBLEU,-1,-1
PUNGGOL WALK,2020Q3,2.84,2.6,2.4,19,A TREASURE TROVE,-1,-1
PUNGGOL WALK,2018Q3,2.77,2.58,2.35,19,A TREASURE TROVE,-1,-1
PUNGGOL WALK,2018Q1,2.73,2.54,2.39,19,A TREASURE TROVE,-1,-1
PUNGGOL WALK,2019Q1,2.71,2.49,2.32,19,A TREASURE TROVE,-1,-1
PUNGGOL WALK,2018Q2,2.7,2.54,2.39,19,A TREASURE TROVE,-1,-1
PUNGGOL WALK,2018Q4,2.71,2.51,2.34,19,A TREASURE TROVE,-1,-1
PUNGGOL WALK,2019Q3,2.84,2.68,2.53,19,A TREASURE TROVE,-1,-1
PUNGGOL WALK,2020Q1,2.84,2.59,2.4,19,A TREASURE TROVE,-1,-1
PUNGGOL WALK,2019Q2,2.77,2.68,2.38,19,A TREASURE TROVE,-1,-1
PUNGGOL WALK,2019Q4,2.81,2.59,2.38,19,A TREASURE TROVE,-1,-1
PUNGGOL WALK,2020Q2,2.84,2.68,2.36,19,A TREASURE TROVE,-1,-1
PUNGGOL WALK,2020Q4,2.9,2.65,2.48,19,A TREASURE TROVE,-1,-1
LORONG 35 GEYLANG,2020Q3,4.33,4.03,3.23,14,REZI 35,-1,-1
LORONG 35 GEYLANG,2020Q4,4.19,3.51,3.38,14,REZI 35,-1,-1
BUTTERWORTH LANE,2019Q1,2.88,2.8,2.68,15,BUTTERWORTH 8,-1,-1
BUTTERWORTH LANE,2018Q3,3.0,2.8,2.68,15,BUTTERWORTH 8,-1,-1
BUTTERWORTH LANE,2020Q1,2.58,2.52,2.45,15,BUTTERWORTH 8,-1,-1
WEST COAST WAY,2019Q1,3.13,3.03,2.49,05,CARABELLE,-1,-1
WEST COAST WAY,2018Q3,2.8,2.62,2.34,05,CARABELLE,-1,-1
WEST COAST WAY,2018Q2,3.17,2.96,2.75,05,CARABELLE,-1,-1
WEST COAST WAY,2018Q4,2.94,2.85,2.78,05,CARABELLE,-1,-1
WEST COAST WAY,2019Q3,3.02,2.85,2.73,05,CARABELLE,-1,-1
WEST COAST WAY,2020Q1,3.17,2.92,2.66,05,CARABELLE,-1,-1
WEST COAST WAY,2019Q2,3.38,2.85,2.64,05,CARABELLE,-1,-1
WEST COAST WAY,2019Q4,3.06,2.97,2.8,05,CARABELLE,-1,-1
WEST COAST WAY,2020Q3,2.92,2.71,2.64,05,CARABELLE,-1,-1
WEST COAST WAY,2020Q2,2.96,2.86,2.8,05,CARABELLE,-1,-1
MARIAM WAY,2018Q3,1.92,1.75,1.65,17,BALLOTA PARK CONDOMINIUM,-1,-1
MARIAM WAY,2018Q1,1.94,1.78,1.61,17,BALLOTA PARK CONDOMINIUM,-1,-1
MARIAM WAY,2019Q1,1.98,1.82,1.58,17,BALLOTA PARK CONDOMINIUM,-1,-1
MARIAM WAY,2018Q2,1.92,1.8,1.55,17,BALLOTA PARK CONDOMINIUM,-1,-1
MARIAM WAY,2018Q4,1.83,1.71,1.54,17,BALLOTA PARK CONDOMINIUM,-1,-1
MARIAM WAY,2019Q3,1.77,1.73,1.64,17,BALLOTA PARK CONDOMINIUM,-1,-1
MARIAM WAY,2020Q1,1.98,1.81,1.71,17,BALLOTA PARK CONDOMINIUM,-1,-1
MARIAM WAY,2019Q2,1.87,1.74,1.62,17,BALLOTA PARK CONDOMINIUM,-1,-1
MARIAM WAY,2019Q4,1.96,1.76,1.57,17,BALLOTA PARK CONDOMINIUM,-1,-1
MARIAM WAY,2020Q3,1.9,1.77,1.64,17,BALLOTA PARK CONDOMINIUM,-1,-1
MARIAM WAY,2020Q2,1.92,1.84,1.72,17,BALLOTA PARK CONDOMINIUM,-1,-1
MARIAM WAY,2020Q4,1.97,1.74,1.69,17,BALLOTA PARK CONDOMINIUM,-1,-1
TAMPINES STREET 86,2018Q1,3.29,2.77,2.47,18,Q BAY RESIDENCES,-1,-1
TAMPINES STREET 86,2018Q3,3.22,2.84,2.47,18,Q BAY RESIDENCES,-1,-1
TAMPINES STREET 86,2018Q2,3.32,2.68,2.53,18,Q BAY RESIDENCES,-1,-1
TAMPINES STREET 86,2018Q4,2.9,2.6,2.41,18,Q BAY RESIDENCES,-1,-1
TAMPINES STREET 86,2020Q3,3.29,2.71,2.25,18,Q BAY RESIDENCES,-1,-1
TAMPINES STREET 86,2020Q2,3.27,2.71,2.45,18,Q BAY RESIDENCES,-1,-1
TAMPINES STREET 86,2019Q1,3.22,2.83,2.57,18,Q BAY RESIDENCES,-1,-1
TAMPINES STREET 86,2019Q3,3.28,2.61,2.41,18,Q BAY RESIDENCES,-1,-1
TAMPINES STREET 86,2020Q1,3.41,2.84,2.48,18,Q BAY RESIDENCES,-1,-1
TAMPINES STREET 86,2019Q2,3.22,2.7,2.37,18,Q BAY RESIDENCES,-1,-1
TAMPINES STREET 86,2019Q4,3.24,2.76,2.51,18,Q BAY RESIDENCES,-1,-1
TAMPINES STREET 86,2020Q4,3.16,2.71,2.5,18,Q BAY RESIDENCES,-1,-1
LORONG 20 GEYLANG,2020Q3,3.81,3.57,3.5,14,TREASURES @ G20,-1,-1
KENG LEE ROAD,2019Q3,4.25,4.03,3.89,11,ROCHELLE AT NEWTON,-1,-1
KENG LEE ROAD,2020Q4,4.08,3.72,3.54,11,ROCHELLE AT NEWTON,-1,-1
UPPER EAST COAST ROAD,2019Q3,3.17,3.05,2.46,16,UBER 388,-1,-1
UPPER EAST COAST ROAD,2020Q4,3.23,3.1,2.93,16,UBER 388,-1,-1
HILLVIEW AVENUE,2018Q1,2.59,2.28,2.05,23,HILLINGTON GREEN,-1,-1
HILLVIEW AVENUE,2018Q3,2.61,2.32,2.12,23,HILLINGTON GREEN,-1,-1
HILLVIEW AVENUE,2018Q2,2.4,2.33,2.16,23,HILLINGTON GREEN,-1,-1
HILLVIEW AVENUE,2018Q4,2.55,2.34,2.22,23,HILLINGTON GREEN,-1,-1
HILLVIEW AVENUE,2019Q3,2.54,2.32,2.09,23,HILLINGTON GREEN,-1,-1
HILLVIEW AVENUE,2019Q2,2.64,2.3,2.22,23,HILLINGTON GREEN,-1,-1
HILLVIEW AVENUE,2020Q3,2.31,2.19,2.06,23,HILLINGTON GREEN,-1,-1
HILLVIEW AVENUE,2020Q2,2.35,2.23,2.13,23,HILLINGTON GREEN,-1,-1
SOPHIA ROAD,2020Q3,5.0,4.91,4.71,09,1919,-1,-1
SOPHIA ROAD,2019Q3,5.24,4.77,4.37,09,1919,-1,-1
SOPHIA ROAD,2019Q4,5.36,5.0,4.66,09,1919,-1,-1
SOPHIA ROAD,2020Q4,4.82,4.61,4.38,09,1919,-1,-1
NASSIM HILL,2019Q3,4.75,4.53,4.29,10,THE LOFT,-1,-1
ARCADIA ROAD,2018Q1,2.94,2.72,2.47,11,HILLCREST ARCADIA,-1,-1
ARCADIA ROAD,2018Q3,2.84,2.69,2.53,11,HILLCREST ARCADIA,-1,-1
ARCADIA ROAD,2018Q2,2.94,2.77,2.47,11,HILLCREST ARCADIA,-1,-1
ARCADIA ROAD,2018Q4,3.25,2.69,2.26,11,HILLCREST ARCADIA,-1,-1
ARCADIA ROAD,2019Q3,2.86,2.69,2.39,11,HILLCREST ARCADIA,-1,-1
ARCADIA ROAD,2020Q1,2.73,2.39,2.17,11,HILLCREST ARCADIA,-1,-1
ARCADIA ROAD,2019Q2,3.14,2.9,2.55,11,HILLCREST ARCADIA,-1,-1
ARCADIA ROAD,2019Q4,2.69,2.2,1.91,11,HILLCREST ARCADIA,-1,-1
ARCADIA ROAD,2020Q3,2.8,2.46,2.25,11,HILLCREST ARCADIA,-1,-1
ARCADIA ROAD,2020Q2,2.55,2.45,2.09,11,HILLCREST ARCADIA,-1,-1
