street,refPeriod,psf75,median,psf25,district,project,x,y
JURONG EAST AVENUE 1,2018Q1,2.4,2.23,2.09,22,PARC OASIS,-1,-1
JURONG EAST AVENUE 1,2018Q3,2.4,2.3,2.16,22,PARC OASIS,-1,-1
JURONG EAST AVENUE 1,2018Q2,2.32,2.23,2.12,22,PARC OASIS,-1,-1
JURONG EAST AVENUE 1,2018Q4,2.32,2.2,2.12,22,PARC OASIS,-1,-1
JURONG EAST AVENUE 1,2020Q3,2.4,2.28,2.18,22,PARC OASIS,-1,-1
JURONG EAST AVENUE 1,2020Q2,2.45,2.28,2.18,22,PARC OASIS,-1,-1
JURONG EAST AVENUE 1,2019Q1,2.4,2.23,2.13,22,PARC OASIS,-1,-1
JURONG EAST AVENUE 1,2019Q3,2.45,2.32,2.2,22,PARC OASIS,-1,-1
JURONG EAST AVENUE 1,2020Q1,2.45,2.34,2.17,22,PARC OASIS,-1,-1
JURONG EAST AVENUE 1,2019Q2,2.4,2.32,2.25,22,PARC OASIS,-1,-1
JURONG EAST AVENUE 1,2019Q4,2.38,2.28,2.2,22,PARC OASIS,-1,-1
JURONG EAST AVENUE 1,2020Q4,2.45,2.28,2.12,22,PARC OASIS,-1,-1
RIDLEY PARK,2018Q4,3.59,3.45,3.24,10,TANGLIN PARK,-1,-1
RIDLEY PARK,2018Q1,3.96,3.74,3.38,10,TANGLIN PARK,-1,-1
RIDLEY PARK,2018Q3,3.82,3.59,3.33,10,TANGLIN PARK,-1,-1
RIDLEY PARK,2018Q2,3.66,3.48,3.32,10,TANGLIN PARK,-1,-1
RIDLEY PARK,2019Q4,3.58,3.22,3.0,10,TANGLIN PARK,-1,-1
RIDLEY PARK,2020Q2,3.37,3.24,3.01,10,TANGLIN PARK,-1,-1
RIDLEY PARK,2019Q1,3.65,3.48,3.25,10,TANGLIN PARK,-1,-1
RIDLEY PARK,2019Q3,3.71,3.44,3.26,10,TANGLIN PARK,-1,-1
RIDLEY PARK,2020Q3,3.54,3.3,3.01,10,TANGLIN PARK,-1,-1
RIDLEY PARK,2020Q1,3.64,3.39,3.21,10,TANGLIN PARK,-1,-1
RIDLEY PARK,2019Q2,3.67,3.41,3.24,10,TANGLIN PARK,-1,-1
RIDLEY PARK,2020Q4,3.39,3.16,3.0,10,TANGLIN PARK,-1,-1
JALAN WANGI,2019Q4,2.75,2.64,2.38,13,SENNETT ESTATE,-1,-1
JALAN WANGI,2019Q3,2.82,2.65,1.76,13,SENNETT ESTATE,-1,-1
JALAN WANGI,2020Q3,2.81,1.88,1.68,13,SENNETT ESTATE,-1,-1
CORNWALL GARDENS,2020Q3,3.67,3.34,2.77,10,THE CORNWALL,-1,-1
CORNWALL GARDENS,2019Q3,4.97,4.32,4.14,10,THE CORNWALL,-1,-1
CORNWALL GARDENS,2020Q1,4.08,3.93,3.41,10,THE CORNWALL,-1,-1
KALLANG ROAD,2019Q4,3.47,3.36,3.18,12,THE RIVERINE BY THE PARK,-1,-1
KALLANG ROAD,2020Q1,3.51,3.46,3.29,12,THE RIVERINE BY THE PARK,-1,-1
KALLANG ROAD,2020Q3,3.55,3.43,3.32,12,THE RIVERINE BY THE PARK,-1,-1
JALAN MUTIARA,2018Q4,4.37,3.61,3.5,10,THE MONTANA,-1,-1
JALAN MUTIARA,2018Q1,4.26,3.88,3.52,10,THE MONTANA,-1,-1
JALAN MUTIARA,2018Q3,4.43,4.23,3.52,10,THE MONTANA,-1,-1
JALAN MUTIARA,2018Q2,4.45,3.84,3.43,10,THE MONTANA,-1,-1
JALAN MUTIARA,2019Q4,4.39,3.98,3.63,10,THE MONTANA,-1,-1
JALAN MUTIARA,2019Q1,4.27,4.0,3.56,10,THE MONTANA,-1,-1
JALAN MUTIARA,2019Q3,4.5,3.98,3.48,10,THE MONTANA,-1,-1
JALAN MUTIARA,2020Q1,4.33,3.98,3.44,10,THE MONTANA,-1,-1
JALAN MUTIARA,2019Q2,4.19,3.84,3.52,10,THE MONTANA,-1,-1
JALAN MUTIARA,2020Q4,4.04,3.89,3.47,10,THE MONTANA,-1,-1
DUNEARN ROAD,2018Q4,2.73,2.59,2.45,21,THE BLOSSOMVALE,-1,-1
DUNEARN ROAD,2018Q1,3.02,2.88,2.58,21,THE BLOSSOMVALE,-1,-1
DUNEARN ROAD,2018Q3,2.85,2.74,2.56,21,THE BLOSSOMVALE,-1,-1
DUNEARN ROAD,2018Q2,2.92,2.74,2.65,21,THE BLOSSOMVALE,-1,-1
DUNEARN ROAD,2019Q4,2.96,2.72,2.57,21,THE BLOSSOMVALE,-1,-1
DUNEARN ROAD,2020Q2,2.83,2.65,2.5,21,THE BLOSSOMVALE,-1,-1
DUNEARN ROAD,2019Q1,2.88,2.59,2.55,21,THE BLOSSOMVALE,-1,-1
DUNEARN ROAD,2019Q3,2.67,2.61,2.53,21,THE BLOSSOMVALE,-1,-1
DUNEARN ROAD,2020Q3,2.77,2.62,2.47,21,THE BLOSSOMVALE,-1,-1
DUNEARN ROAD,2020Q4,2.98,2.62,2.55,21,THE BLOSSOMVALE,-1,-1
NATHAN ROAD,2020Q2,4.58,4.22,4.13,10,NATHAN RESIDENCES,-1,-1
NATHAN ROAD,2020Q3,4.39,4.26,4.22,10,NATHAN RESIDENCES,-1,-1
NATHAN ROAD,2019Q3,4.56,4.42,4.22,10,NATHAN RESIDENCES,-1,-1
NATHAN ROAD,2020Q1,4.49,4.32,4.15,10,NATHAN RESIDENCES,-1,-1
CASHEW ROAD,2019Q3,2.09,1.96,1.82,23,CASHEW PARK CONDOMINIUM,-1,-1
WOODGROVE DRIVE,2018Q2,2.37,2.21,2.12,25,WOODGROVE CONDOMINIUM,-1,-1
WOODGROVE DRIVE,2018Q3,2.48,2.21,2.06,25,WOODGROVE CONDOMINIUM,-1,-1
WOODGROVE DRIVE,2019Q2,2.25,2.17,2.1,25,WOODGROVE CONDOMINIUM,-1,-1
WOODGROVE DRIVE,2020Q2,2.1,2.04,1.87,25,WOODGROVE CONDOMINIUM,-1,-1
WOODGROVE DRIVE,2020Q3,2.26,2.11,1.99,25,WOODGROVE CONDOMINIUM,-1,-1
WOODGROVE DRIVE,2019Q3,2.4,2.23,2.12,25,WOODGROVE CONDOMINIUM,-1,-1
CAVENAGH ROAD,2018Q2,4.47,3.8,3.58,09,WATERSCAPE AT CAVENAGH,-1,-1
CAVENAGH ROAD,2018Q4,3.99,3.52,3.26,09,WATERSCAPE AT CAVENAGH,-1,-1
CAVENAGH ROAD,2018Q1,4.04,3.82,3.58,09,WATERSCAPE AT CAVENAGH,-1,-1
CAVENAGH ROAD,2018Q3,4.73,4.11,3.59,09,WATERSCAPE AT CAVENAGH,-1,-1
CAVENAGH ROAD,2019Q2,4.11,3.75,3.4,09,WATERSCAPE AT CAVENAGH,-1,-1
CAVENAGH ROAD,2019Q4,3.81,3.63,3.43,09,WATERSCAPE AT CAVENAGH,-1,-1
CAVENAGH ROAD,2020Q2,4.36,3.8,3.63,09,WATERSCAPE AT CAVENAGH,-1,-1
CAVENAGH ROAD,2020Q3,4.22,3.86,3.38,09,WATERSCAPE AT CAVENAGH,-1,-1
CAVENAGH ROAD,2019Q1,4.0,3.72,3.43,09,WATERSCAPE AT CAVENAGH,-1,-1
CAVENAGH ROAD,2019Q3,4.29,3.92,3.64,09,WATERSCAPE AT CAVENAGH,-1,-1
CAVENAGH ROAD,2020Q1,4.43,3.97,3.66,09,WATERSCAPE AT CAVENAGH,-1,-1
CAVENAGH ROAD,2020Q4,3.89,3.63,3.56,09,WATERSCAPE AT CAVENAGH,-1,-1
CANBERRA DRIVE,2018Q1,2.82,2.55,2.35,27,EIGHT COURTYARDS,-1,-1
CANBERRA DRIVE,2018Q3,2.51,2.44,2.32,27,EIGHT COURTYARDS,-1,-1
CANBERRA DRIVE,2018Q2,2.8,2.69,2.44,27,EIGHT COURTYARDS,-1,-1
CANBERRA DRIVE,2018Q4,3.11,2.62,2.36,27,EIGHT COURTYARDS,-1,-1
CANBERRA DRIVE,2019Q1,2.69,2.52,2.32,27,EIGHT COURTYARDS,-1,-1
CANBERRA DRIVE,2019Q3,2.56,2.4,2.3,27,EIGHT COURTYARDS,-1,-1
CANBERRA DRIVE,2020Q1,2.47,2.42,2.32,27,EIGHT COURTYARDS,-1,-1
CANBERRA DRIVE,2019Q2,2.56,2.44,2.2,27,EIGHT COURTYARDS,-1,-1
CANBERRA DRIVE,2019Q4,2.49,2.36,2.25,27,EIGHT COURTYARDS,-1,-1
CANBERRA DRIVE,2020Q3,2.67,2.48,2.39,27,EIGHT COURTYARDS,-1,-1
CANBERRA DRIVE,2020Q2,2.67,2.51,2.32,27,EIGHT COURTYARDS,-1,-1
CANBERRA DRIVE,2020Q4,2.9,2.59,2.43,27,EIGHT COURTYARDS,-1,-1
NEWTON ROAD,2020Q2,3.37,3.16,3.02,11,GLOUCESTER MANSIONS,-1,-1
MARINA BOULEVARD,2018Q1,6.04,5.61,5.2,01,MARINA BAY RESIDENCES,-1,-1
MARINA BOULEVARD,2018Q3,5.82,5.38,5.04,01,MARINA BAY RESIDENCES,-1,-1
MARINA BOULEVARD,2018Q2,6.22,5.76,5.45,01,MARINA BAY RESIDENCES,-1,-1
MARINA BOULEVARD,2018Q4,5.84,5.63,5.1,01,MARINA BAY RESIDENCES,-1,-1
MARINA BOULEVARD,2020Q2,6.16,5.7,5.38,01,MARINA BAY RESIDENCES,-1,-1
MARINA BOULEVARD,2020Q3,5.69,5.35,5.07,01,MARINA BAY RESIDENCES,-1,-1
MARINA BOULEVARD,2019Q1,5.77,5.35,4.95,01,MARINA BAY RESIDENCES,-1,-1
MARINA BOULEVARD,2019Q3,6.08,5.52,5.15,01,MARINA BAY RESIDENCES,-1,-1
MARINA BOULEVARD,2020Q1,6.03,5.75,5.33,01,MARINA BAY RESIDENCES,-1,-1
MARINA BOULEVARD,2019Q2,6.13,5.63,5.35,01,MARINA BAY RESIDENCES,-1,-1
MARINA BOULEVARD,2019Q4,6.05,5.57,5.31,01,MARINA BAY RESIDENCES,-1,-1
MARINA BOULEVARD,2020Q4,5.84,5.33,5.05,01,MARINA BAY RESIDENCES,-1,-1
SIGLAP ROAD,2018Q1,3.16,2.82,2.49,15,MANDARIN GARDENS,-1,-1
SIGLAP ROAD,2018Q3,3.36,2.63,2.39,15,MANDARIN GARDENS,-1,-1
SIGLAP ROAD,2018Q2,3.16,2.73,2.5,15,MANDARIN GARDENS,-1,-1
SIGLAP ROAD,2018Q4,3.23,2.66,2.4,15,MANDARIN GARDENS,-1,-1
SIGLAP ROAD,2020Q2,2.73,2.41,2.15,15,MANDARIN GARDENS,-1,-1
SIGLAP ROAD,2020Q3,2.8,2.42,2.11,15,MANDARIN GARDENS,-1,-1
SIGLAP ROAD,2019Q1,3.16,2.9,2.49,15,MANDARIN GARDENS,-1,-1
SIGLAP ROAD,2019Q3,2.99,2.56,2.28,15,MANDARIN GARDENS,-1,-1
SIGLAP ROAD,2020Q1,2.73,2.48,2.24,15,MANDARIN GARDENS,-1,-1
SIGLAP ROAD,2019Q2,3.15,2.75,2.34,15,MANDARIN GARDENS,-1,-1
SIGLAP ROAD,2019Q4,2.8,2.49,2.23,15,MANDARIN GARDENS,-1,-1
SIGLAP ROAD,2020Q4,2.73,2.36,2.14,15,MANDARIN GARDENS,-1,-1
PANDAN VALLEY,2018Q1,2.25,2.08,1.9,21,PANDAN VALLEY,-1,-1
PANDAN VALLEY,2018Q3,2.31,2.13,1.96,21,PANDAN VALLEY,-1,-1
PANDAN VALLEY,2018Q2,2.2,2.08,1.88,21,PANDAN VALLEY,-1,-1
PANDAN VALLEY,2018Q4,2.22,1.99,1.84,21,PANDAN VALLEY,-1,-1
PANDAN VALLEY,2020Q3,2.1,1.94,1.76,21,PANDAN VALLEY,-1,-1
PANDAN VALLEY,2020Q2,2.06,1.98,1.84,21,PANDAN VALLEY,-1,-1
PANDAN VALLEY,2019Q1,2.28,2.05,1.89,21,PANDAN VALLEY,-1,-1
PANDAN VALLEY,2019Q3,2.4,2.15,1.98,21,PANDAN VALLEY,-1,-1
PANDAN VALLEY,2020Q1,2.16,2.05,1.83,21,PANDAN VALLEY,-1,-1
PANDAN VALLEY,2019Q2,2.3,2.19,2.01,21,PANDAN VALLEY,-1,-1
PANDAN VALLEY,2019Q4,2.04,1.88,1.73,21,PANDAN VALLEY,-1,-1
PANDAN VALLEY,2020Q4,1.99,1.88,1.72,21,PANDAN VALLEY,-1,-1
DERBYSHIRE ROAD,2019Q1,4.81,4.43,4.18,11,ADRIA,-1,-1
DERBYSHIRE ROAD,2018Q4,4.74,4.55,4.26,11,ADRIA,-1,-1
DERBYSHIRE ROAD,2019Q3,4.43,4.26,3.73,11,ADRIA,-1,-1
DERBYSHIRE ROAD,2019Q2,4.57,4.29,4.06,11,ADRIA,-1,-1
DERBYSHIRE ROAD,2019Q4,4.65,4.57,4.02,11,ADRIA,-1,-1
DERBYSHIRE ROAD,2020Q4,4.3,4.26,3.99,11,ADRIA,-1,-1
TAMAN SERASI,2019Q1,3.38,2.63,2.39,10,BOTANIC GARDENS VIEW,-1,-1
TAMAN SERASI,2018Q2,2.86,2.63,2.46,10,BOTANIC GARDENS VIEW,-1,-1
TAMAN SERASI,2019Q4,3.0,2.68,2.47,10,BOTANIC GARDENS VIEW,-1,-1
TAMAN SERASI,2020Q3,2.77,2.48,2.19,10,BOTANIC GARDENS VIEW,-1,-1
TAMAN SERASI,2020Q2,2.72,2.56,2.29,10,BOTANIC GARDENS VIEW,-1,-1
BEDOK RESERVOIR ROAD,2018Q2,3.0,2.82,2.59,16,WATERFRONT KEY,-1,-1
BEDOK RESERVOIR ROAD,2018Q4,3.02,2.74,2.57,16,WATERFRONT KEY,-1,-1
BEDOK RESERVOIR ROAD,2018Q1,2.88,2.7,2.57,16,WATERFRONT KEY,-1,-1
BEDOK RESERVOIR ROAD,2018Q3,2.82,2.61,2.47,16,WATERFRONT KEY,-1,-1
BEDOK RESERVOIR ROAD,2019Q2,2.98,2.81,2.65,16,WATERFRONT KEY,-1,-1
BEDOK RESERVOIR ROAD,2019Q4,2.89,2.68,2.61,16,WATERFRONT KEY,-1,-1
BEDOK RESERVOIR ROAD,2020Q2,3.0,2.8,2.64,16,WATERFRONT KEY,-1,-1
BEDOK RESERVOIR ROAD,2020Q3,2.81,2.74,2.62,16,WATERFRONT KEY,-1,-1
BEDOK RESERVOIR ROAD,2019Q1,2.92,2.7,2.46,16,WATERFRONT KEY,-1,-1
BEDOK RESERVOIR ROAD,2019Q3,2.84,2.71,2.63,16,WATERFRONT KEY,-1,-1
BEDOK RESERVOIR ROAD,2020Q1,2.88,2.74,2.63,16,WATERFRONT KEY,-1,-1
BEDOK RESERVOIR ROAD,2020Q4,2.97,2.81,2.67,16,WATERFRONT KEY,-1,-1
LORONG 24 GEYLANG,2020Q1,4.15,4.0,3.82,14,EDENZ LOFT,-1,-1
HONG SAN WALK,2018Q1,2.06,1.91,1.82,23,PALM GARDENS,-1,-1
HONG SAN WALK,2018Q3,1.99,1.91,1.85,23,PALM GARDENS,-1,-1
HONG SAN WALK,2018Q2,2.05,1.95,1.89,23,PALM GARDENS,-1,-1
HONG SAN WALK,2018Q4,2.07,1.97,1.86,23,PALM GARDENS,-1,-1
HONG SAN WALK,2020Q3,2.12,2.06,2.0,23,PALM GARDENS,-1,-1
HONG SAN WALK,2020Q2,2.05,1.96,1.89,23,PALM GARDENS,-1,-1
HONG SAN WALK,2019Q1,2.05,1.93,1.82,23,PALM GARDENS,-1,-1
HONG SAN WALK,2019Q3,2.07,1.99,1.93,23,PALM GARDENS,-1,-1
HONG SAN WALK,2020Q1,2.17,1.96,1.9,23,PALM GARDENS,-1,-1
HONG SAN WALK,2019Q2,2.14,2.04,1.9,23,PALM GARDENS,-1,-1
HONG SAN WALK,2019Q4,2.08,1.97,1.91,23,PALM GARDENS,-1,-1
HONG SAN WALK,2020Q4,2.08,2.01,1.91,23,PALM GARDENS,-1,-1
SIMS DRIVE,2018Q1,4.34,4.02,3.68,14,SIMS URBAN OASIS,-1,-1
SIMS DRIVE,2018Q3,4.59,4.13,3.76,14,SIMS URBAN OASIS,-1,-1
SIMS DRIVE,2018Q2,4.31,3.84,3.6,14,SIMS URBAN OASIS,-1,-1
SIMS DRIVE,2018Q4,4.71,4.32,3.92,14,SIMS URBAN OASIS,-1,-1
SIMS DRIVE,2019Q4,4.75,4.49,3.98,14,SIMS URBAN OASIS,-1,-1
SIMS DRIVE,2020Q2,4.41,3.92,3.62,14,SIMS URBAN OASIS,-1,-1
SIMS DRIVE,2019Q1,4.53,4.13,3.84,14,SIMS URBAN OASIS,-1,-1
SIMS DRIVE,2019Q3,4.72,4.23,4.0,14,SIMS URBAN OASIS,-1,-1
SIMS DRIVE,2020Q1,4.75,4.32,3.98,14,SIMS URBAN OASIS,-1,-1
SIMS DRIVE,2020Q3,4.53,4.05,3.82,14,SIMS URBAN OASIS,-1,-1
SIMS DRIVE,2019Q2,4.54,4.1,3.72,14,SIMS URBAN OASIS,-1,-1
SIMS DRIVE,2020Q4,4.65,4.21,3.9,14,SIMS URBAN OASIS,-1,-1
MANDALAY ROAD,2020Q3,3.18,2.88,2.6,11,MANDALE HEIGHTS,-1,-1
MANDALAY ROAD,2019Q3,3.65,3.42,3.29,11,MANDALE HEIGHTS,-1,-1
CHIN SWEE ROAD,2018Q2,2.9,2.75,2.6,03,LANDMARK TOWER,-1,-1
CHIN SWEE ROAD,2018Q4,3.2,2.72,2.49,03,LANDMARK TOWER,-1,-1
CHIN SWEE ROAD,2019Q1,3.02,2.82,2.62,03,LANDMARK TOWER,-1,-1
CHIN SWEE ROAD,2019Q2,2.85,2.7,2.53,03,LANDMARK TOWER,-1,-1
KING ALBERT PARK,2018Q4,2.73,2.67,2.56,21,1 KING ALBERT PARK,-1,-1
KING ALBERT PARK,2019Q3,3.11,2.86,2.54,21,1 KING ALBERT PARK,-1,-1
CAVAN ROAD,2020Q1,5.46,4.95,4.48,08,CAVAN SUITES,-1,-1
MARINE PARADE ROAD,2018Q1,4.24,3.92,3.78,15,SILVERSEA,-1,-1
MARINE PARADE ROAD,2018Q3,4.23,4.01,3.8,15,SILVERSEA,-1,-1
MARINE PARADE ROAD,2018Q2,4.2,3.94,3.75,15,SILVERSEA,-1,-1
MARINE PARADE ROAD,2018Q4,4.14,3.94,3.69,15,SILVERSEA,-1,-1
MARINE PARADE ROAD,2019Q4,4.21,3.99,3.74,15,SILVERSEA,-1,-1
MARINE PARADE ROAD,2020Q2,4.32,3.99,3.88,15,SILVERSEA,-1,-1
MARINE PARADE ROAD,2019Q1,4.03,3.88,3.77,15,SILVERSEA,-1,-1
MARINE PARADE ROAD,2019Q3,4.32,3.98,3.74,15,SILVERSEA,-1,-1
MARINE PARADE ROAD,2020Q1,4.27,4.03,3.88,15,SILVERSEA,-1,-1
MARINE PARADE ROAD,2020Q3,4.06,3.93,3.77,15,SILVERSEA,-1,-1
MARINE PARADE ROAD,2019Q2,4.41,3.95,3.77,15,SILVERSEA,-1,-1
MARINE PARADE ROAD,2020Q4,4.28,4.06,3.82,15,SILVERSEA,-1,-1
AMBER GARDENS,2018Q1,3.55,3.26,3.12,15,ONE AMBER,-1,-1
AMBER GARDENS,2018Q3,3.73,3.22,3.02,15,ONE AMBER,-1,-1
AMBER GARDENS,2018Q2,3.65,3.28,2.96,15,ONE AMBER,-1,-1
AMBER GARDENS,2018Q4,4.03,3.24,3.07,15,ONE AMBER,-1,-1
AMBER GARDENS,2020Q2,3.64,3.32,3.14,15,ONE AMBER,-1,-1
AMBER GARDENS,2020Q3,3.7,3.22,3.06,15,ONE AMBER,-1,-1
AMBER GARDENS,2019Q1,3.49,3.18,2.98,15,ONE AMBER,-1,-1
AMBER GARDENS,2019Q3,3.46,3.23,3.02,15,ONE AMBER,-1,-1
AMBER GARDENS,2020Q1,3.55,3.3,3.1,15,ONE AMBER,-1,-1
AMBER GARDENS,2019Q2,3.44,3.15,3.05,15,ONE AMBER,-1,-1
AMBER GARDENS,2019Q4,3.44,3.22,3.1,15,ONE AMBER,-1,-1
AMBER GARDENS,2020Q4,3.55,3.34,3.02,15,ONE AMBER,-1,-1
KELLOCK ROAD,2018Q3,3.42,3.35,3.27,10,MELROSE PARK,-1,-1
KELLOCK ROAD,2018Q2,3.77,3.48,3.23,10,MELROSE PARK,-1,-1
KELLOCK ROAD,2018Q4,3.55,3.48,3.41,10,MELROSE PARK,-1,-1
KELLOCK ROAD,2020Q2,3.57,3.48,3.42,10,MELROSE PARK,-1,-1
KELLOCK ROAD,2019Q1,3.64,3.53,3.42,10,MELROSE PARK,-1,-1
KELLOCK ROAD,2019Q3,3.57,3.53,3.22,10,MELROSE PARK,-1,-1
KELLOCK ROAD,2019Q2,3.74,3.63,3.48,10,MELROSE PARK,-1,-1
KELLOCK ROAD,2019Q4,3.67,3.56,3.4,10,MELROSE PARK,-1,-1
KELLOCK ROAD,2020Q4,3.55,3.51,3.42,10,MELROSE PARK,-1,-1
RIVER VALLEY CLOSE,2018Q3,4.51,4.17,3.61,09,STARLIGHT SUITES,-1,-1
RIVER VALLEY CLOSE,2018Q2,5.45,4.77,4.03,09,STARLIGHT SUITES,-1,-1
RIVER VALLEY CLOSE,2019Q4,4.8,4.3,4.03,09,STARLIGHT SUITES,-1,-1
RIVER VALLEY CLOSE,2020Q2,4.8,4.0,3.8,09,STARLIGHT SUITES,-1,-1
RIVER VALLEY CLOSE,2019Q1,5.0,4.06,3.76,09,STARLIGHT SUITES,-1,-1
RIVER VALLEY CLOSE,2019Q3,4.6,4.21,3.81,09,STARLIGHT SUITES,-1,-1
RIVER VALLEY CLOSE,2020Q3,4.49,4.0,3.62,09,STARLIGHT SUITES,-1,-1
RIVER VALLEY CLOSE,2020Q1,4.7,3.81,3.69,09,STARLIGHT SUITES,-1,-1
RIVER VALLEY CLOSE,2019Q2,5.0,4.23,3.65,09,STARLIGHT SUITES,-1,-1
RIVER VALLEY CLOSE,2020Q4,4.78,4.13,3.87,09,STARLIGHT SUITES,-1,-1
AH HOOD ROAD,2019Q1,3.95,3.24,2.78,12,CASA FORTUNA,-1,-1
AH HOOD ROAD,2018Q3,3.76,3.12,2.92,12,CASA FORTUNA,-1,-1
AH HOOD ROAD,2018Q2,3.76,2.96,2.81,12,CASA FORTUNA,-1,-1
AH HOOD ROAD,2018Q4,3.95,3.1,2.51,12,CASA FORTUNA,-1,-1
AH HOOD ROAD,2019Q3,3.95,3.66,2.89,12,CASA FORTUNA,-1,-1
AH HOOD ROAD,2019Q2,3.95,3.17,2.87,12,CASA FORTUNA,-1,-1
AH HOOD ROAD,2019Q4,3.7,3.24,3.04,12,CASA FORTUNA,-1,-1
AH HOOD ROAD,2020Q3,3.56,3.02,2.68,12,CASA FORTUNA,-1,-1
AH HOOD ROAD,2020Q2,3.95,3.95,3.4,12,CASA FORTUNA,-1,-1
AH HOOD ROAD,2020Q4,3.88,3.47,2.85,12,CASA FORTUNA,-1,-1
ARDMORE PARK,2019Q3,7.09,6.47,6.24,10,ARDMORE RESIDENCE,-1,-1
ARDMORE PARK,2020Q3,6.28,5.96,5.74,10,ARDMORE RESIDENCE,-1,-1
UPPER THOMSON ROAD,2018Q1,2.68,2.18,1.86,26,MEADOWS @ PEIRCE,-1,-1
UPPER THOMSON ROAD,2018Q3,2.51,2.18,2.07,26,MEADOWS @ PEIRCE,-1,-1
UPPER THOMSON ROAD,2018Q2,2.99,2.68,2.18,26,MEADOWS @ PEIRCE,-1,-1
UPPER THOMSON ROAD,2018Q4,2.47,2.19,1.69,26,MEADOWS @ PEIRCE,-1,-1
UPPER THOMSON ROAD,2020Q2,2.88,2.44,2.13,26,MEADOWS @ PEIRCE,-1,-1
UPPER THOMSON ROAD,2020Q3,2.6,2.21,2.09,26,MEADOWS @ PEIRCE,-1,-1
UPPER THOMSON ROAD,2019Q1,2.56,2.09,1.91,26,MEADOWS @ PEIRCE,-1,-1
UPPER THOMSON ROAD,2019Q3,2.33,2.19,2.08,26,MEADOWS @ PEIRCE,-1,-1
UPPER THOMSON ROAD,2020Q1,2.25,2.03,1.94,26,MEADOWS @ PEIRCE,-1,-1
UPPER THOMSON ROAD,2019Q2,2.76,2.3,2.13,26,MEADOWS @ PEIRCE,-1,-1
UPPER THOMSON ROAD,2019Q4,2.42,2.1,1.96,26,MEADOWS @ PEIRCE,-1,-1
UPPER THOMSON ROAD,2020Q4,2.33,2.19,1.97,26,MEADOWS @ PEIRCE,-1,-1
GRANGE GARDEN,2019Q4,3.91,3.65,3.45,10,THE GRANGE,-1,-1
GRANGE GARDEN,2020Q3,3.76,3.66,3.44,10,THE GRANGE,-1,-1
GRANGE GARDEN,2020Q1,3.92,3.66,3.45,10,THE GRANGE,-1,-1
GRANGE GARDEN,2020Q4,3.69,3.54,3.46,10,THE GRANGE,-1,-1
JALAN DAUD,2018Q3,2.38,2.38,2.3,14,THE HELICONIA,-1,-1
JALAN DAUD,2020Q4,2.15,2.12,2.06,14,THE HELICONIA,-1,-1
WILKIE TERRACE,2019Q3,5.75,5.53,5.25,09,LIV ON WILKIE,-1,-1
WILKIE TERRACE,2019Q4,5.49,4.57,4.01,09,LIV ON WILKIE,-1,-1
WILKIE TERRACE,2020Q4,5.42,4.99,4.12,09,LIV ON WILKIE,-1,-1
PAYA LEBAR ROAD,2020Q2,3.51,3.17,2.87,14,LOTUS AT PAYA LEBAR (EAST WING),-1,-1
PAYA LEBAR ROAD,2020Q3,4.15,3.74,3.17,14,LOTUS AT PAYA LEBAR (EAST WING),-1,-1
PAYA LEBAR ROAD,2019Q3,5.5,3.42,2.51,14,LOTUS AT PAYA LEBAR (EAST WING),-1,-1
PAYA LEBAR ROAD,2020Q1,5.04,3.9,3.2,14,LOTUS AT PAYA LEBAR (EAST WING),-1,-1
PAYA LEBAR ROAD,2019Q4,4.34,3.55,2.9,14,LOTUS AT PAYA LEBAR (EAST WING),-1,-1
PAYA LEBAR ROAD,2020Q4,4.4,3.35,2.98,14,LOTUS AT PAYA LEBAR (EAST WING),-1,-1
DUNEARN ROAD,2018Q1,3.37,3.32,3.18,21,GARDENVISTA,-1,-1
DUNEARN ROAD,2018Q3,3.52,3.38,3.13,21,GARDENVISTA,-1,-1
DUNEARN ROAD,2018Q2,3.39,3.3,3.04,21,GARDENVISTA,-1,-1
DUNEARN ROAD,2018Q4,3.4,3.31,3.13,21,GARDENVISTA,-1,-1
DUNEARN ROAD,2019Q1,3.42,3.37,3.31,21,GARDENVISTA,-1,-1
DUNEARN ROAD,2019Q3,3.34,3.22,3.09,21,GARDENVISTA,-1,-1
DUNEARN ROAD,2020Q1,3.26,3.18,3.01,21,GARDENVISTA,-1,-1
DUNEARN ROAD,2019Q2,3.51,3.39,3.3,21,GARDENVISTA,-1,-1
DUNEARN ROAD,2019Q4,3.26,3.18,3.09,21,GARDENVISTA,-1,-1
DUNEARN ROAD,2020Q4,3.29,3.22,3.14,21,GARDENVISTA,-1,-1
DUNEARN ROAD,2018Q3,3.53,3.34,2.91,21,JARDIN,-1,-1
DUNEARN ROAD,2018Q2,3.4,3.33,3.19,21,JARDIN,-1,-1
DUNEARN ROAD,2019Q3,3.26,3.06,2.89,21,JARDIN,-1,-1
DUNEARN ROAD,2019Q2,3.55,3.32,3.12,21,JARDIN,-1,-1
DUNEARN ROAD,2020Q3,3.29,3.11,3.0,21,JARDIN,-1,-1
DUNEARN ROAD,2020Q2,3.32,3.21,3.09,21,JARDIN,-1,-1
DUNEARN ROAD,2020Q4,3.16,3.1,3.05,21,JARDIN,-1,-1
ST. PATRICK'S ROAD,2018Q2,2.82,2.29,2.08,15,ST PATRICK'S RESIDENCES,-1,-1
