district,propertyType,contractDate,tenure,per_meter_square,typeOfArea
5,Condominium,08-2016,99-years,13240.96,Strata
5,Condominium,04-2017,99-years,10818.79,Strata
5,Condominium,10-2016,99-years,15969.7,Strata
5,Condominium,09-2016,99-years,15229.89,Strata
5,Condominium,05-2016,99-years,11226.95,Strata
5,Condominium,04-2019,99-years,17472.97,Strata
5,Condominium,07-2016,99-years,15540.0,Strata
5,Condominium,11-2016,99-years,15270.59,Strata
5,Condominium,07-2017,99-years,16400.0,Strata
5,Condominium,01-2017,99-years,12738.1,Strata
5,Condominium,05-2016,99-years,14931.03,Strata
5,Condominium,04-2016,99-years,15920.0,Strata
5,Condominium,08-2016,99-years,15712.12,Strata
5,Condominium,07-2016,99-years,16272.73,Strata
5,Condominium,06-2017,99-years,12611.65,Strata
5,Condominium,05-2018,99-years,15174.76,Strata
5,Condominium,04-2016,99-years,14152.94,Strata
5,Condominium,08-2017,99-years,12796.12,Strata
5,Condominium,03-2018,99-years,11569.62,Strata
5,Condominium,06-2016,99-years,14988.24,Strata
5,Condominium,05-2017,99-years,13019.42,Strata
5,Condominium,10-2017,99-years,13568.0,Strata
5,Condominium,09-2016,99-years,15717.65,Strata
5,Condominium,12-2016,99-years,12468.09,Strata
5,Condominium,05-2018,99-years,14200.0,Strata
5,Condominium,02-2017,99-years,13208.0,Strata
5,Condominium,03-2016,99-years,14528.74,Strata
5,Condominium,06-2017,99-years,12873.79,Strata
5,Condominium,08-2016,99-years,15760.0,Strata
5,Condominium,01-2018,99-years,13392.0,Strata
5,Condominium,05-2017,99-years,12912.7,Strata
5,Condominium,05-2017,99-years,16460.0,Strata
5,Condominium,03-2017,99-years,12317.46,Strata
5,Condominium,05-2017,99-years,16620.0,Strata
5,Condominium,07-2017,99-years,12460.99,Strata
5,Condominium,08-2016,99-years,15011.76,Strata
5,Condominium,06-2016,99-years,15863.64,Strata
5,Condominium,07-2016,99-years,12572.82,Strata
5,Condominium,03-2018,99-years,13192.0,Strata
5,Condominium,12-2016,99-years,15515.46,Strata
5,Condominium,07-2017,99-years,16780.0,Strata
5,Condominium,06-2017,99-years,14321.43,Strata
5,Condominium,10-2016,99-years,13276.6,Strata
5,Condominium,01-2017,99-years,12456.31,Strata
5,Condominium,07-2016,99-years,15860.0,Strata
5,Condominium,05-2016,99-years,15914.29,Strata
5,Condominium,10-2016,99-years,14742.27,Strata
5,Condominium,09-2016,99-years,15105.88,Strata
5,Condominium,07-2017,99-years,13152.0,Strata
5,Condominium,05-2016,99-years,15636.36,Strata
5,Condominium,08-2016,99-years,15305.88,Strata
5,Condominium,10-2016,99-years,14285.71,Strata
5,Condominium,07-2016,99-years,14413.79,Strata
5,Condominium,05-2017,99-years,16240.0,Strata
5,Condominium,03-2017,99-years,12432.0,Strata
5,Condominium,07-2016,99-years,17230.77,Strata
5,Condominium,07-2016,99-years,15635.29,Strata
5,Condominium,05-2016,99-years,14609.2,Strata
5,Condominium,12-2017,99-years,12539.68,Strata
5,Condominium,08-2016,99-years,15878.79,Strata
5,Condominium,10-2016,99-years,11609.93,Strata
5,Condominium,03-2017,99-years,12664.0,Strata
5,Condominium,06-2017,99-years,13029.13,Strata
5,Condominium,10-2016,99-years,15800.0,Strata
5,Condominium,09-2016,99-years,15105.88,Strata
5,Condominium,03-2017,99-years,13150.79,Strata
5,Condominium,01-2017,99-years,15474.23,Strata
5,Condominium,09-2016,99-years,13255.32,Strata
5,Condominium,01-2017,99-years,13989.69,Strata
5,Condominium,02-2017,99-years,11851.06,Strata
5,Condominium,03-2018,99-years,13616.0,Strata
5,Condominium,10-2018,99-years,15417.48,Strata
5,Condominium,12-2016,99-years,12896.0,Strata
5,Condominium,10-2016,99-years,16140.0,Strata
5,Condominium,05-2017,99-years,17769.23,Strata
5,Condominium,09-2017,99-years,15286.18,Strata
5,Condominium,08-2017,99-years,10966.44,Strata
5,Condominium,06-2017,99-years,12357.14,Strata
5,Condominium,12-2016,99-years,12300.97,Strata
5,Condominium,05-2016,99-years,12432.0,Strata
5,Condominium,09-2016,99-years,16180.0,Strata
5,Condominium,07-2016,99-years,15020.62,Strata
5,Condominium,06-2016,99-years,16200.0,Strata
5,Condominium,06-2017,99-years,16240.0,Strata
5,Condominium,01-2017,99-years,11843.97,Strata
5,Condominium,05-2017,99-years,12914.89,Strata
5,Condominium,05-2016,99-years,15560.61,Strata
5,Condominium,10-2016,99-years,12968.0,Strata
5,Condominium,09-2017,99-years,13291.26,Strata
5,Condominium,06-2017,99-years,13488.0,Strata
5,Condominium,03-2018,99-years,13056.0,Strata
5,Condominium,04-2017,99-years,12524.82,Strata
5,Condominium,11-2017,99-years,12648.0,Strata
5,Condominium,11-2017,99-years,13248.0,Strata
5,Condominium,05-2017,99-years,12428.57,Strata
5,Condominium,02-2017,99-years,12507.94,Strata
5,Condominium,05-2017,99-years,17100.0,Strata
5,Condominium,07-2016,99-years,14873.56,Strata
5,Condominium,07-2016,99-years,14529.41,Strata
5,Condominium,10-2017,99-years,17660.0,Strata
5,Condominium,07-2017,99-years,16500.0,Strata
5,Condominium,01-2017,99-years,16393.94,Strata
5,Condominium,05-2016,99-years,12796.12,Strata
5,Condominium,03-2018,99-years,13480.0,Strata
5,Condominium,11-2016,99-years,12650.49,Strata
5,Condominium,01-2018,99-years,13456.0,Strata
5,Condominium,11-2016,99-years,15760.0,Strata
5,Condominium,03-2019,99-years,11590.28,Strata
5,Condominium,06-2016,99-years,12680.85,Strata
5,Condominium,05-2017,99-years,12277.78,Strata
5,Condominium,07-2017,99-years,12768.0,Strata
5,Condominium,10-2017,99-years,17720.0,Strata
5,Condominium,02-2016,99-years,13666.67,Strata
5,Condominium,06-2018,99-years,13162.6,Strata
5,Condominium,02-2018,99-years,14330.1,Strata
5,Condominium,07-2017,99-years,16360.0,Strata
5,Condominium,07-2017,99-years,16720.0,Strata
5,Condominium,04-2017,99-years,12293.65,Strata
5,Condominium,09-2016,99-years,15092.78,Strata
5,Condominium,05-2016,99-years,12504.0,Strata
5,Condominium,05-2017,99-years,16500.0,Strata
5,Condominium,07-2016,99-years,12834.95,Strata
5,Condominium,04-2017,99-years,12424.0,Strata
5,Condominium,10-2017,99-years,17020.0,Strata
5,Condominium,04-2017,99-years,12640.78,Strata
5,Condominium,07-2016,99-years,14781.61,Strata
5,Condominium,08-2016,99-years,16460.0,Strata
5,Condominium,02-2017,99-years,13126.98,Strata
5,Condominium,02-2016,99-years,10373.42,Strata
5,Condominium,06-2017,99-years,13272.0,Strata
5,Condominium,01-2018,99-years,13624.0,Strata
5,Condominium,08-2016,99-years,14264.37,Strata
5,Condominium,04-2017,99-years,12832.0,Strata
5,Condominium,03-2018,99-years,11596.77,Strata
5,Condominium,10-2017,99-years,11096.77,Strata
5,Condominium,07-2017,99-years,13160.0,Strata
5,Condominium,04-2017,99-years,12990.29,Strata
5,Condominium,03-2016,99-years,14247.42,Strata
5,Condominium,07-2016,99-years,15134.02,Strata
5,Condominium,08-2016,99-years,12584.0,Strata
5,Condominium,06-2019,99-years,15728.16,Strata
5,Condominium,05-2016,99-years,14788.24,Strata
5,Condominium,02-2018,99-years,14048.0,Strata
5,Condominium,11-2016,99-years,16045.45,Strata
5,Condominium,07-2016,99-years,14876.29,Strata
5,Condominium,01-2018,99-years,14000.0,Strata
5,Condominium,07-2016,99-years,14597.94,Strata
5,Condominium,03-2017,99-years,12873.02,Strata
5,Condominium,07-2016,99-years,14954.02,Strata
5,Condominium,11-2019,99-years,11625.14,Strata
5,Condominium,11-2017,99-years,11274.19,Strata
5,Condominium,01-2018,99-years,12581.56,Strata
5,Condominium,03-2016,99-years,15540.0,Strata
5,Condominium,08-2020,99-years,13475.18,Strata
5,Condominium,11-2017,99-years,13281.55,Strata
5,Condominium,08-2016,99-years,15388.24,Strata
5,Condominium,06-2016,99-years,16181.82,Strata
5,Condominium,04-2017,99-years,12602.84,Strata
5,Condominium,07-2017,99-years,16800.0,Strata
5,Condominium,11-2019,99-years,14040.0,Strata
5,Condominium,03-2018,99-years,14456.31,Strata
5,Condominium,03-2017,99-years,12985.82,Strata
5,Condominium,11-2017,99-years,12440.0,Strata
5,Condominium,05-2019,99-years,17529.41,Strata
5,Condominium,10-2016,99-years,14422.68,Strata
5,Condominium,08-2016,99-years,15529.41,Strata
5,Condominium,08-2017,99-years,16900.0,Strata
5,Condominium,04-2016,99-years,13106.38,Strata
5,Condominium,07-2016,99-years,15454.55,Strata
5,Condominium,03-2017,99-years,12428.57,Strata
5,Condominium,02-2019,99-years,11708.86,Strata
5,Condominium,08-2017,99-years,13708.74,Strata
5,Condominium,10-2017,99-years,17380.0,Strata
5,Condominium,10-2016,99-years,15350.52,Strata
5,Condominium,03-2017,99-years,12907.8,Strata
5,Condominium,05-2018,99-years,18538.46,Strata
5,Condominium,08-2020,99-years,17689.66,Strata
5,Condominium,11-2017,99-years,13672.0,Strata
5,Condominium,05-2017,99-years,12841.27,Strata
5,Condominium,08-2017,99-years,12539.01,Strata
5,Condominium,08-2020,99-years,15928.57,Strata
5,Condominium,12-2017,99-years,17960.0,Strata
5,Condominium,07-2017,99-years,12531.75,Strata
5,Condominium,08-2017,99-years,12680.85,Strata
5,Condominium,06-2016,99-years,16090.91,Strata
5,Condominium,10-2017,99-years,17200.0,Strata
5,Condominium,05-2016,99-years,11212.12,Strata
5,Condominium,03-2017,99-years,12504.0,Strata
5,Condominium,08-2016,99-years,14505.88,Strata
5,Condominium,09-2016,99-years,13280.0,Strata
5,Condominium,05-2017,99-years,12964.54,Strata
5,Condominium,01-2018,99-years,13776.0,Strata
5,Condominium,04-2018,99-years,14873.79,Strata
5,Condominium,05-2017,99-years,12626.98,Strata
5,Condominium,07-2016,99-years,15045.98,Strata
5,Condominium,09-2017,99-years,11121.95,Strata
5,Condominium,01-2018,99-years,12326.24,Strata
5,Condominium,11-2016,99-years,16514.29,Strata
5,Condominium,01-2021,99-years,17166.67,Strata
5,Condominium,01-2021,99-years,18307.69,Strata
5,Condominium,12-2020,99-years,16666.67,Strata
5,Condominium,10-2020,99-years,9042.14,Strata
5,Condominium,11-2020,99-years,8544.78,Strata
5,Condominium,12-2020,99-years,10101.27,Strata
5,Condominium,11-2020,99-years,9759.04,Strata
5,Condominium,11-2020,99-years,8745.28,Strata
5,Condominium,10-2020,99-years,8863.64,Strata
5,Condominium,06-2016,99-years,8860.76,Strata
5,Condominium,08-2016,99-years,8584.07,Strata
5,Condominium,05-2017,99-years,8836.21,Strata
5,Condominium,10-2017,99-years,8596.49,Strata
5,Condominium,06-2017,99-years,7964.6,Strata
5,Condominium,09-2016,99-years,8672.57,Strata
5,Condominium,06-2016,99-years,9022.99,Strata
5,Condominium,01-2018,99-years,8690.48,Strata
5,Condominium,04-2016,99-years,7686.57,Strata
5,Condominium,11-2016,99-years,8867.47,Strata
5,Condominium,09-2017,99-years,9358.02,Strata
5,Condominium,06-2016,99-years,9210.53,Strata
5,Condominium,04-2017,99-years,8928.57,Strata
5,Condominium,09-2017,99-years,9040.0,Strata
5,Condominium,10-2017,99-years,8855.42,Strata
5,Condominium,06-2018,99-years,8333.33,Strata
5,Condominium,04-2016,99-years,8253.97,Strata
5,Condominium,10-2016,99-years,8333.33,Strata
5,Condominium,12-2019,99-years,9578.31,Strata
5,Condominium,04-2019,99-years,9195.4,Strata
5,Condominium,07-2019,99-years,8880.6,Strata
5,Condominium,09-2017,99-years,8620.69,Strata
5,Condominium,11-2017,99-years,8230.09,Strata
5,Condominium,04-2020,99-years,9746.84,Strata
5,Condominium,03-2019,99-years,9067.16,Strata
5,Condominium,09-2018,99-years,9646.02,Strata
5,Condominium,10-2017,99-years,8403.36,Strata
5,Condominium,11-2018,99-years,9433.73,Strata
5,Condominium,08-2020,99-years,8679.25,Strata
5,Condominium,06-2020,99-years,9113.92,Strata
5,Condominium,01-2020,99-years,9253.01,Strata
5,Condominium,10-2019,99-years,8730.16,Strata
5,Condominium,06-2020,99-years,9848.1,Strata
5,Condominium,01-2020,99-years,7984.0,Strata
5,Condominium,06-2019,99-years,8582.09,Strata
5,Condominium,05-2018,99-years,8400.0,Strata
5,Condominium,05-2019,99-years,9691.36,Strata
5,Condominium,10-2016,99-years,8793.1,Strata
5,Condominium,04-2020,99-years,8955.17,Strata
5,Condominium,08-2020,99-years,9166.67,Strata
5,Condominium,08-2020,99-years,9337.35,Strata
5,Terrace,02-2016,Freehold,13992.13,Land
5,Terrace,01-2017,Freehold,13734.78,Land
5,Terrace,09-2017,Freehold,13117.62,Land
5,Terrace,08-2019,Freehold,20866.14,Land
5,Terrace,06-2018,Freehold,11790.84,Land
5,Apartment,09-2020,999-years,8938.05,Strata
5,Apartment,03-2016,999-years,15081.82,Strata
5,Apartment,11-2017,999-years,9316.24,Strata
5,Apartment,10-2016,999-years,15454.55,Strata
5,Apartment,02-2020,999-years,8227.85,Strata
5,Condominium,04-2018,Freehold,12470.59,Strata
5,Condominium,10-2020,Freehold,11130.43,Strata
5,Condominium,11-2020,Freehold,12857.14,Strata
5,Condominium,12-2020,Freehold,11391.3,Strata
5,Condominium,05-2020,Freehold,11840.0,Strata
5,Condominium,11-2020,Freehold,11677.97,Strata
5,Condominium,10-2020,Freehold,11064.07,Strata
5,Condominium,10-2020,Freehold,11016.95,Strata
5,Condominium,05-2017,Freehold,9752.07,Strata
5,Condominium,03-2016,Freehold,10629.92,Strata
5,Condominium,01-2019,Freehold,11896.55,Strata
5,Condominium,12-2016,Freehold,10000.0,Strata
5,Condominium,04-2017,Freehold,10431.03,Strata
5,Condominium,07-2018,Freehold,11404.96,Strata
5,Condominium,07-2017,Freehold,10289.26,Strata
5,Condominium,10-2017,Freehold,10000.0,Strata
5,Condominium,05-2017,Freehold,11705.88,Strata
5,Condominium,07-2019,Freehold,11440.68,Strata
5,Condominium,05-2016,Freehold,10598.29,Strata
5,Condominium,04-2017,Freehold,10041.32,Strata
5,Condominium,08-2017,Freehold,10672.41,Strata
5,Condominium,09-2018,Freehold,12857.14,Strata
5,Condominium,03-2016,Freehold,10067.8,Strata
5,Condominium,04-2018,Freehold,11101.69,Strata
5,Condominium,01-2018,Freehold,11404.96,Strata
5,Condominium,05-2016,Freehold,11176.47,Strata
5,Condominium,04-2018,Freehold,11610.17,Strata
5,Condominium,10-2018,Freehold,11360.0,Strata
5,Condominium,08-2019,Freehold,13176.47,Strata
5,Condominium,10-2018,Freehold,11582.73,Strata
5,Condominium,03-2020,Freehold,10289.86,Strata
5,Condominium,05-2019,Freehold,12564.71,Strata
5,Condominium,02-2019,Freehold,11332.13,Strata
5,Condominium,08-2017,Freehold,11351.1,Strata
5,Condominium,04-2020,Freehold,11424.0,Strata
5,Condominium,11-2017,Freehold,11125.83,Strata
5,Condominium,06-2018,Freehold,10960.0,Strata
5,Condominium,04-2019,Freehold,11826.09,Strata
5,Condominium,06-2018,Freehold,10672.41,Strata
5,Condominium,05-2017,Freehold,12119.05,Strata
5,Condominium,05-2017,Freehold,11034.48,Strata
5,Condominium,12-2019,Freehold,10880.0,Strata
5,Condominium,04-2018,Freehold,10847.46,Strata
5,Condominium,04-2018,Freehold,11016.95,Strata
5,Condominium,08-2020,Freehold,10677.97,Strata
5,Condominium,07-2020,Freehold,12705.88,Strata
5,Condominium,12-2020,Freehold,11666.67,Strata
5,Condominium,01-2021,99-years,14285.71,Strata
5,Condominium,11-2020,99-years,14000.0,Strata
5,Condominium,09-2020,99-years,15000.0,Strata
5,Strata Terrace,09-2020,99-years,10771.33,Strata
5,Condominium,09-2020,99-years,14875.0,Strata
5,Condominium,01-2021,99-years,15625.0,Strata
5,Condominium,01-2021,99-years,13523.81,Strata
5,Condominium,07-2020,99-years,13936.17,Strata
5,Condominium,11-2020,99-years,15301.91,Strata
5,Condominium,11-2020,99-years,15391.3,Strata
5,Condominium,11-2020,99-years,14125.0,Strata
5,Condominium,08-2020,99-years,14600.0,Strata
5,Condominium,02-2016,99-years,15909.09,Strata
5,Condominium,09-2016,99-years,15000.0,Strata
5,Condominium,07-2017,99-years,15098.04,Strata
5,Condominium,09-2017,99-years,15918.37,Strata
5,Condominium,11-2017,99-years,14073.81,Strata
5,Condominium,06-2018,99-years,14493.15,Strata
5,Condominium,01-2018,99-years,14047.62,Strata
5,Condominium,08-2017,99-years,14375.0,Strata
5,Strata Terrace,05-2017,99-years,11944.44,Strata
5,Condominium,12-2017,99-years,16875.0,Strata
5,Condominium,12-2017,99-years,15294.12,Strata
5,Condominium,10-2019,99-years,14491.53,Strata
5,Condominium,12-2017,99-years,14193.55,Strata
5,Condominium,10-2017,99-years,14520.55,Strata
5,Condominium,04-2018,99-years,12698.41,Strata
5,Condominium,01-2018,99-years,14380.95,Strata
5,Condominium,07-2019,99-years,14179.89,Strata
5,Condominium,05-2018,99-years,16478.26,Strata
5,Condominium,08-2018,99-years,15051.55,Strata
5,Condominium,08-2019,99-years,13671.88,Strata
5,Condominium,08-2018,99-years,15517.39,Strata
5,Condominium,07-2017,99-years,16041.67,Strata
5,Condominium,02-2020,99-years,13723.4,Strata
5,Condominium,08-2019,99-years,15000.0,Strata
5,Strata Terrace,10-2018,99-years,11138.64,Strata
5,Condominium,01-2019,99-years,15326.09,Strata
5,Condominium,08-2018,99-years,16086.96,Strata
5,Condominium,08-2019,99-years,15760.87,Strata
5,Condominium,04-2019,99-years,15517.24,Strata
5,Condominium,01-2020,99-years,15750.0,Strata
5,Condominium,06-2019,99-years,16250.0,Strata
5,Condominium,04-2018,99-years,16086.96,Strata
5,Condominium,01-2019,99-years,15276.6,Strata
5,Condominium,05-2019,99-years,15102.04,Strata
5,Condominium,11-2017,99-years,14647.89,Strata
5,Condominium,01-2019,99-years,14827.59,Strata
5,Condominium,06-2017,99-years,14782.61,Strata
5,Condominium,07-2020,99-years,13809.52,Strata
5,Condominium,08-2016,99-years,15744.68,Strata
5,Condominium,07-2020,99-years,14875.0,Strata
5,Condominium,07-2019,99-years,15937.5,Strata
5,Condominium,10-2019,99-years,14742.27,Strata
5,Condominium,08-2020,99-years,14047.62,Strata
5,Condominium,07-2020,99-years,14000.0,Strata
5,Condominium,08-2020,99-years,12777.78,Strata
5,Condominium,06-2020,99-years,14520.55,Strata
5,Condominium,06-2019,99-years,14062.5,Strata
5,Condominium,07-2020,99-years,14680.85,Strata
5,Condominium,12-2020,99-years,15260.87,Strata
5,Condominium,01-2021,99-years,14112.9,Strata
5,Strata Terrace,08-2019,Freehold,7835.82,Strata
5,Strata Semi-detached,03-2019,Freehold,8014.13,Strata
5,Terrace,01-2021,999-years,15563.51,Land
5,Terrace,12-2020,999-years,13973.83,Land
5,Terrace,11-2020,999-years,14651.42,Land
5,Semi-detached,05-2016,999-years,11764.71,Land
5,Terrace,01-2017,999-years,13150.83,Land
5,Terrace,06-2016,999-years,10395.31,Land
5,Terrace,07-2016,999-years,10762.14,Land
5,Terrace,09-2017,999-years,10440.18,Land
5,Terrace,10-2016,999-years,14075.29,Land
5,Terrace,02-2018,999-years,11307.95,Land
5,Terrace,07-2017,999-years,10709.01,Land
5,Terrace,12-2017,999-years,13519.95,Land
5,Terrace,01-2018,999-years,14657.98,Land
5,Terrace,10-2018,999-years,15591.4,Land
5,Terrace,05-2017,999-years,16286.64,Land
5,Terrace,07-2018,999-years,16103.06,Land
5,Terrace,05-2018,999-years,19387.76,Land
5,Terrace,10-2019,999-years,13029.32,Land
5,Terrace,02-2019,999-years,16577.8,Land
5,Terrace,03-2019,999-years,15267.18,Land
5,Terrace,08-2020,999-years,14468.79,Land
5,Semi-detached,11-2019,999-years,10759.92,Land
5,Terrace,06-2016,999-years,14249.91,Land
5,Terrace,12-2017,999-years,8888.36,Land
5,Semi-detached,04-2017,999-years,9343.35,Land
5,Terrace,11-2017,999-years,10498.69,Land
5,Semi-detached,04-2017,999-years,9689.92,Land
5,Semi-detached,01-2017,999-years,9190.76,Land
5,Terrace,08-2020,999-years,14495.91,Land
5,Terrace,06-2018,999-years,14727.09,Land
5,Terrace,01-2019,999-years,16111.71,Land
5,Terrace,08-2020,999-years,14064.36,Land
5,Condominium,05-2017,99-years,7272.73,Strata
5,Condominium,08-2016,99-years,8500.0,Strata
5,Condominium,03-2016,99-years,7420.45,Strata
5,Condominium,06-2017,99-years,7386.36,Strata
5,Condominium,05-2016,99-years,7314.29,Strata
5,Condominium,01-2018,99-years,14384.0,Strata
5,Condominium,02-2017,99-years,7443.18,Strata
5,Condominium,06-2017,99-years,8603.45,Strata
5,Condominium,12-2016,99-years,7244.32,Strata
5,Condominium,06-2017,99-years,8689.66,Strata
5,Condominium,06-2017,99-years,9135.8,Strata
5,Condominium,02-2017,99-years,8362.07,Strata
5,Condominium,06-2017,99-years,8413.79,Strata
5,Condominium,02-2016,99-years,8448.28,Strata
5,Condominium,12-2016,99-years,8765.43,Strata
5,Condominium,04-2016,99-years,8362.07,Strata
5,Condominium,11-2016,99-years,8344.83,Strata
5,Condominium,08-2017,99-years,8362.07,Strata
5,Condominium,02-2017,99-years,8448.28,Strata
5,Condominium,06-2017,99-years,8620.69,Strata
5,Condominium,04-2017,99-years,7585.23,Strata
5,Condominium,07-2017,99-years,7471.59,Strata
5,Condominium,10-2016,99-years,7409.52,Strata
5,Condominium,07-2017,99-years,9135.8,Strata
5,Condominium,04-2017,99-years,7897.73,Strata
5,Condominium,03-2016,99-years,7102.27,Strata
5,Apartment,07-2020,99-years,17859.38,Strata
5,Apartment,07-2020,99-years,17859.38,Strata
5,Apartment,08-2020,99-years,17925.0,Strata
5,Apartment,08-2020,99-years,17925.0,Strata
5,Apartment,08-2020,99-years,18196.97,Strata
5,Apartment,08-2020,99-years,18196.97,Strata
5,Apartment,02-2020,99-years,17000.0,Strata
5,Apartment,02-2020,99-years,17000.0,Strata
5,Apartment,09-2019,99-years,16837.5,Strata
5,Apartment,09-2019,99-years,16837.5,Strata
5,Strata Detached,10-2020,99-years,11286.52,Strata
5,Strata Detached,10-2020,99-years,11286.52,Strata
5,Apartment,10-2020,99-years,15645.0,Strata
5,Apartment,10-2020,99-years,15645.0,Strata
5,Apartment,10-2020,99-years,17376.29,Strata
5,Apartment,10-2020,99-years,17376.29,Strata
5,Apartment,10-2020,99-years,18718.75,Strata
5,Apartment,10-2020,99-years,18718.75,Strata
5,Apartment,10-2020,99-years,17295.6,Strata
5,Apartment,10-2020,99-years,17295.6,Strata
5,Apartment,10-2020,99-years,17700.0,Strata
5,Apartment,10-2020,99-years,17700.0,Strata
5,Apartment,12-2020,99-years,18892.09,Strata
5,Apartment,12-2020,99-years,18892.09,Strata
5,Apartment,12-2020,99-years,17902.99,Strata
5,Apartment,12-2020,99-years,17902.99,Strata
5,Apartment,12-2020,99-years,17750.0,Strata
5,Apartment,12-2020,99-years,17750.0,Strata
5,Apartment,12-2020,99-years,14415.66,Strata
5,Apartment,12-2020,99-years,14415.66,Strata
5,Apartment,12-2020,99-years,17775.0,Strata
5,Apartment,12-2020,99-years,17775.0,Strata
5,Apartment,12-2020,99-years,18038.46,Strata
5,Apartment,12-2020,99-years,18038.46,Strata
5,Apartment,12-2020,99-years,17855.67,Strata
5,Apartment,12-2020,99-years,17855.67,Strata
5,Apartment,12-2020,99-years,18180.72,Strata
5,Apartment,12-2020,99-years,18180.72,Strata
5,Apartment,12-2020,99-years,18108.43,Strata
5,Apartment,12-2020,99-years,18108.43,Strata
5,Apartment,12-2020,99-years,17932.84,Strata
5,Apartment,12-2020,99-years,17932.84,Strata
5,Apartment,12-2020,99-years,17141.79,Strata
5,Apartment,12-2020,99-years,17141.79,Strata
5,Apartment,12-2020,99-years,17470.15,Strata
5,Apartment,12-2020,99-years,17470.15,Strata
5,Apartment,12-2020,99-years,17768.66,Strata
5,Apartment,12-2020,99-years,17768.66,Strata
5,Apartment,12-2020,99-years,18067.16,Strata
5,Apartment,12-2020,99-years,18067.16,Strata
5,Apartment,12-2020,99-years,18022.39,Strata
5,Apartment,12-2020,99-years,18022.39,Strata
5,Apartment,12-2020,99-years,17768.66,Strata
5,Apartment,12-2020,99-years,17768.66,Strata
5,Apartment,12-2020,99-years,17058.82,Strata
5,Apartment,12-2020,99-years,17058.82,Strata
5,Apartment,12-2020,99-years,17094.12,Strata
5,Apartment,12-2020,99-years,17094.12,Strata
5,Apartment,12-2020,99-years,15444.44,Strata
5,Apartment,12-2020,99-years,15444.44,Strata
5,Apartment,12-2020,99-years,17510.87,Strata
5,Apartment,12-2020,99-years,17510.87,Strata
5,Apartment,12-2020,99-years,18025.0,Strata
5,Apartment,12-2020,99-years,18025.0,Strata
5,Apartment,12-2020,99-years,17950.0,Strata
5,Apartment,12-2020,99-years,17950.0,Strata
5,Apartment,12-2020,99-years,18460.94,Strata
5,Apartment,12-2020,99-years,18460.94,Strata
5,Apartment,11-2020,99-years,17858.21,Strata
5,Apartment,11-2020,99-years,17858.21,Strata
5,Apartment,12-2020,99-years,17097.01,Strata
5,Apartment,12-2020,99-years,17097.01,Strata
5,Apartment,12-2020,99-years,18111.94,Strata
5,Apartment,12-2020,99-years,18111.94,Strata
5,Apartment,12-2020,99-years,17129.41,Strata
5,Apartment,12-2020,99-years,17129.41,Strata
5,Apartment,12-2020,99-years,17200.0,Strata
5,Apartment,12-2020,99-years,17200.0,Strata
5,Apartment,05-2020,99-years,17716.67,Strata
5,Apartment,05-2020,99-years,17716.67,Strata
5,Apartment,11-2019,99-years,18202.9,Strata
5,Apartment,11-2019,99-years,18202.9,Strata
5,Apartment,07-2020,99-years,18000.0,Strata
5,Apartment,07-2020,99-years,18000.0,Strata
5,Apartment,07-2020,99-years,17409.64,Strata
5,Apartment,07-2020,99-years,17409.64,Strata
5,Apartment,07-2020,99-years,17469.88,Strata
5,Apartment,07-2020,99-years,17469.88,Strata
5,Apartment,07-2020,99-years,17542.17,Strata
5,Apartment,07-2020,99-years,17542.17,Strata
5,Apartment,07-2020,99-years,18072.29,Strata
5,Apartment,07-2020,99-years,18072.29,Strata
5,Apartment,07-2020,99-years,17855.42,Strata
5,Apartment,07-2020,99-years,17855.42,Strata
5,Apartment,07-2020,99-years,17385.54,Strata
5,Apartment,07-2020,99-years,17385.54,Strata
5,Apartment,07-2020,99-years,17963.86,Strata
5,Apartment,07-2020,99-years,17963.86,Strata
5,Apartment,07-2020,99-years,17891.57,Strata
5,Apartment,07-2020,99-years,17891.57,Strata
5,Apartment,07-2020,99-years,17532.47,Strata
5,Apartment,07-2020,99-years,17532.47,Strata
5,Apartment,07-2020,99-years,18060.24,Strata
5,Apartment,07-2020,99-years,18060.24,Strata
5,Apartment,07-2020,99-years,18051.55,Strata
5,Apartment,07-2020,99-years,18051.55,Strata
5,Apartment,07-2020,99-years,17762.89,Strata
5,Apartment,07-2020,99-years,17762.89,Strata
5,Apartment,07-2020,99-years,18030.93,Strata
5,Apartment,07-2020,99-years,18030.93,Strata
5,Apartment,05-2020,99-years,17958.33,Strata
5,Apartment,05-2020,99-years,17958.33,Strata
5,Apartment,05-2020,99-years,17708.33,Strata
5,Apartment,05-2020,99-years,17708.33,Strata
5,Apartment,09-2019,99-years,17194.81,Strata
5,Apartment,09-2019,99-years,17194.81,Strata
5,Apartment,11-2020,99-years,17835.05,Strata
5,Apartment,11-2020,99-years,17835.05,Strata
5,Apartment,11-2020,99-years,17776.12,Strata
5,Apartment,11-2020,99-years,17776.12,Strata
5,Apartment,10-2020,99-years,16842.77,Strata
5,Apartment,10-2020,99-years,16842.77,Strata
5,Apartment,10-2020,99-years,17276.73,Strata
5,Apartment,10-2020,99-years,17276.73,Strata
5,Apartment,10-2020,99-years,15770.32,Strata
5,Apartment,10-2020,99-years,15770.32,Strata
5,Apartment,08-2020,99-years,18166.67,Strata
5,Apartment,08-2020,99-years,18166.67,Strata
5,Apartment,10-2020,99-years,17077.42,Strata
